"company_name","company_key","homepage_url","domain","linkedin_url","category","confidence_flag","homepage_input_validation","homepage_validation_note","careers_url_candidate","careers_url_final","redirected_to","resolver_status","source_type_guess","notes","last_checked_at","final_source_type","extractor_type","extractor_priority","ready_for_extraction","routing_notes"
"A2Z Drone Delivery","cm-0001","https://a2zdronedelivery.com/","a2zdronedelivery.com","https://www.linkedin.com/company/a2z-drone-delivery","Logistics (Delivery / BVLOS Ops)","high","ok","","https://a2zdronedelivery.com/careers","https://www.a2zdronedelivery.com/careers","https://www.a2zdronedelivery.com/careers","careers_found","custom_found","{""homepageUsed"":""https://a2zdronedelivery.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://a2zdronedelivery.com/careers"",""status"":200,""finalUrl"":""https://www.a2zdronedelivery.com/careers"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://www.a2zdronedelivery.com/careers"",""classification"":""custom_found""}","2026-04-10T23:43:42.586Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"A2Z Drone Delivery Systems","cm-0002","https://a2zdronedelivery.com/","a2zdronedelivery.com","","","","rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://a2zdronedelivery.com/ from domain column.","https://a2zdronedelivery.com/careers","https://www.a2zdronedelivery.com/careers","https://www.a2zdronedelivery.com/careers","careers_found","custom_found","{""homepageUsed"":""https://a2zdronedelivery.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://a2zdronedelivery.com/careers"",""status"":200,""finalUrl"":""https://www.a2zdronedelivery.com/careers"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://www.a2zdronedelivery.com/careers"",""classification"":""custom_found""}","2026-04-10T23:43:43.630Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"ABJ Drones","cm-0003","https://abjdrones.com/","abjdrones.com","https://www.linkedin.com/company/abj-drones","","high","rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://abjdrones.com/ from domain column.","https://abjdrones.com/jobs","https://abjdrones.com/drone-jobs-career/","https://abjdrones.com/drone-jobs-career/","careers_found","custom_found","{""homepageUsed"":""https://abjdrones.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://abjdrones.com/careers"",""status"":404,""finalUrl"":""https://abjdrones.com/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/jobs"",""candidateUrl"":""https://abjdrones.com/jobs"",""status"":200,""finalUrl"":""https://abjdrones.com/drone-jobs-career/"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://abjdrones.com/drone-jobs-career/"",""classification"":""custom_found""}","2026-04-10T23:43:44.449Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"ABOT","cm-0004","https://abot.ai/","abot.ai","https://www.linkedin.com/company/abot","Inspection (Energy / Infrastructure)","high","ok","","","","","homepage_fetch_failed","fetch_failed","{""homepageUsed"":""https://abot.ai/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://abot.ai/careers"",""status"":0,""finalUrl"":""https://abot.ai/careers"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/jobs"",""candidateUrl"":""https://abot.ai/jobs"",""status"":0,""finalUrl"":""https://abot.ai/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/careers/jobs"",""candidateUrl"":""https://abot.ai/careers/jobs"",""status"":0,""finalUrl"":""https://abot.ai/careers/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://abot.ai/"",""classification"":""fetch_failed"",""homepageError"":""fetch failed"",""probeCircuitBreaker"":true}","2026-04-11T17:05:23.513Z","unavailable","none","none","false","gated: resolver_status=homepage_fetch_failed"
"Above Surveying","cm-0005","https://abovesurveying.com/","abovesurveying.com","https://www.linkedin.com/company/above-surveying","","medium","rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://abovesurveying.com/ from domain column.","https://abovesurveying.com/careers","https://www.abovesurveying.com/careers","https://www.abovesurveying.com/careers","careers_found","custom_found","{""homepageUsed"":""https://abovesurveying.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://abovesurveying.com/careers"",""status"":200,""finalUrl"":""https://www.abovesurveying.com/careers"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://www.abovesurveying.com/careers"",""classification"":""custom_found""}","2026-04-10T23:44:19.699Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"Acecore Systems","cm-0006","https://acecoretechnologies.com/","acecoretechnologies.com","","","","rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://acecoretechnologies.com/ from domain column.","https://acecoretechnologies.com/careers","https://acecoretechnologies.com/careers/","https://acecoretechnologies.com/careers/","careers_found","custom_found","{""homepageUsed"":""https://acecoretechnologies.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://acecoretechnologies.com/careers"",""status"":200,""finalUrl"":""https://acecoretechnologies.com/careers/"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://acecoretechnologies.com/careers/"",""classification"":""custom_found""}","2026-04-10T23:44:20.872Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"Acecore Technologies","cm-0007","https://acecoretechnologies.com/","acecoretechnologies.com","https://www.linkedin.com/company/acecore-technologies","Hardware","high","ok","","https://acecoretechnologies.com/careers","https://acecoretechnologies.com/careers/","https://acecoretechnologies.com/careers/","careers_found","custom_found","{""homepageUsed"":""https://acecoretechnologies.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://acecoretechnologies.com/careers"",""status"":200,""finalUrl"":""https://acecoretechnologies.com/careers/"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://acecoretechnologies.com/careers/"",""classification"":""custom_found""}","2026-04-10T23:44:24.740Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"Advexure","cm-0008","https://advexure.com/","advexure.com","https://www.linkedin.com/company/advexure","Training & Services","high","ok","","https://advexure.com/collections/commercial-enterprise-drones-for-sale","https://advexure.com/collections/commercial-enterprise-drones-for-sale","","careers_found","custom_found","{""homepageUsed"":""https://advexure.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://advexure.com/careers"",""status"":404,""finalUrl"":""https://advexure.com/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/jobs"",""candidateUrl"":""https://advexure.com/jobs"",""status"":404,""finalUrl"":""https://advexure.com/jobs"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/careers/jobs"",""candidateUrl"":""https://advexure.com/careers/jobs"",""status"":404,""finalUrl"":""https://advexure.com/careers/jobs"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/join-us"",""candidateUrl"":""https://advexure.com/join-us"",""status"":404,""finalUrl"":""https://advexure.com/join-us"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/work-with-us"",""candidateUrl"":""https://advexure.com/work-with-us"",""status"":404,""finalUrl"":""https://advexure.com/work-with-us"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/company/careers"",""candidateUrl"":""https://advexure.com/company/careers"",""status"":404,""finalUrl"":""https://advexure.com/company/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/about/careers"",""candidateUrl"":""https://advexure.com/about/careers"",""status"":404,""finalUrl"":""https://advexure.com/about/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/opportunities"",""candidateUrl"":""https://advexure.com/opportunities"",""status"":404,""finalUrl"":""https://advexure.com/opportunities"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/hiring"",""candidateUrl"":""https://advexure.com/hiring"",""status"":404,""finalUrl"":""https://advexure.com/hiring"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""(homepage_scan)"",""candidateUrl"":""https://advexure.com/collections/commercial-enterprise-drones-for-sale"",""status"":200,""finalUrl"":""https://advexure.com/collections/commercial-enterprise-drones-for-sale"",""ok"":true,""error"":null,""text"":""FREE Same-Day Shipping on orders $150+ (lower 48 states) 🚚"",""ats"":null}],""homepageScan"":true,""homepageScanHit"":true,""finalUrl"":""https://advexure.com/collections/commercial-enterprise-drones-for-sale"",""classification"":""custom_found""}","2026-04-10T23:44:28.492Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"AEE Aviation Technology","cm-0009","https://aee.com/","aee.com","","","","rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://aee.com/ from domain column.","","","","homepage_fetch_failed","fetch_failed","{""homepageUsed"":""https://aee.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://aee.com/careers"",""status"":0,""finalUrl"":""https://aee.com/careers"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/jobs"",""candidateUrl"":""https://aee.com/jobs"",""status"":0,""finalUrl"":""https://aee.com/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/careers/jobs"",""candidateUrl"":""https://aee.com/careers/jobs"",""status"":0,""finalUrl"":""https://aee.com/careers/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://aee.com/"",""classification"":""fetch_failed"",""homepageError"":""fetch failed"",""probeCircuitBreaker"":true}","2026-04-11T17:05:34.899Z","unavailable","none","none","false","gated: resolver_status=homepage_fetch_failed"
"AEE Technology","cm-0010","https://www.aee.com/","aee.com","https://www.linkedin.com/company/aee-technology","Hardware","high","ok","","","","","homepage_fetch_failed","fetch_failed","{""homepageUsed"":""https://aee.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://aee.com/careers"",""status"":0,""finalUrl"":""https://aee.com/careers"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/jobs"",""candidateUrl"":""https://aee.com/jobs"",""status"":0,""finalUrl"":""https://aee.com/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/careers/jobs"",""candidateUrl"":""https://aee.com/careers/jobs"",""status"":0,""finalUrl"":""https://aee.com/careers/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://aee.com/"",""classification"":""fetch_failed"",""homepageError"":""fetch failed"",""probeCircuitBreaker"":true}","2026-04-11T17:06:09.942Z","unavailable","none","none","false","gated: resolver_status=homepage_fetch_failed"
"Aerial Applications","cm-0011","https://aerialapplications.com/","aerialapplications.com","https://www.linkedin.com/company/aerial-applications","Inspection (Energy / Infrastructure)","high","ok","","","","","homepage_fetch_failed","fetch_failed","{""homepageUsed"":""https://aerialapplications.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://aerialapplications.com/careers"",""status"":0,""finalUrl"":""https://aerialapplications.com/careers"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/jobs"",""candidateUrl"":""https://aerialapplications.com/jobs"",""status"":0,""finalUrl"":""https://aerialapplications.com/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/careers/jobs"",""candidateUrl"":""https://aerialapplications.com/careers/jobs"",""status"":0,""finalUrl"":""https://aerialapplications.com/careers/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://aerialapplications.com/"",""classification"":""fetch_failed"",""homepageError"":""fetch failed"",""probeCircuitBreaker"":true}","2026-04-11T17:06:09.943Z","unavailable","none","none","false","gated: resolver_status=homepage_fetch_failed"
"Aerial Armor","cm-0012","https://aerialarmor.com/","aerialarmor.com","https://www.linkedin.com/company/aerial-armor","","medium","rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://aerialarmor.com/ from domain column.","","","","homepage_fetch_failed","fetch_failed","{""homepageUsed"":""https://aerialarmor.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://aerialarmor.com/careers"",""status"":0,""finalUrl"":""https://aerialarmor.com/careers"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/jobs"",""candidateUrl"":""https://aerialarmor.com/jobs"",""status"":0,""finalUrl"":""https://aerialarmor.com/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/careers/jobs"",""candidateUrl"":""https://aerialarmor.com/careers/jobs"",""status"":0,""finalUrl"":""https://aerialarmor.com/careers/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://aerialarmor.com/"",""classification"":""fetch_failed"",""homepageError"":""fetch failed"",""probeCircuitBreaker"":true}","2026-04-11T17:06:09.982Z","unavailable","none","none","false","gated: resolver_status=homepage_fetch_failed"
"Aerial Filmworks","cm-0013","https://aerialfilmworks.com/","aerialfilmworks.com","https://www.linkedin.com/company/aerial-filmworks","Training & Services","high","ok","","","","","js_rendered_suspected","js_rendered_suspected","{""homepageUsed"":""https://aerialfilmworks.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://aerialfilmworks.com/careers"",""status"":307,""finalUrl"":""https://www.nv5.com/geospatial/solutions/geo1-1/"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""/jobs"",""candidateUrl"":""https://aerialfilmworks.com/jobs"",""status"":307,""finalUrl"":""https://www.nv5.com/geospatial/solutions/geo1-1/"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""/careers/jobs"",""candidateUrl"":""https://aerialfilmworks.com/careers/jobs"",""status"":307,""finalUrl"":""https://www.nv5.com/geospatial/solutions/geo1-1/"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""/join-us"",""candidateUrl"":""https://aerialfilmworks.com/join-us"",""status"":307,""finalUrl"":""https://www.nv5.com/geospatial/solutions/geo1-1/"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""/work-with-us"",""candidateUrl"":""https://aerialfilmworks.com/work-with-us"",""status"":307,""finalUrl"":""https://www.nv5.com/geospatial/solutions/geo1-1/"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""/company/careers"",""candidateUrl"":""https://aerialfilmworks.com/company/careers"",""status"":307,""finalUrl"":""https://www.nv5.com/geospatial/solutions/geo1-1/"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""/about/careers"",""candidateUrl"":""https://aerialfilmworks.com/about/careers"",""status"":307,""finalUrl"":""https://www.nv5.com/geospatial/solutions/geo1-1/"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""/opportunities"",""candidateUrl"":""https://aerialfilmworks.com/opportunities"",""status"":307,""finalUrl"":""https://www.nv5.com/geospatial/solutions/geo1-1/"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""/hiring"",""candidateUrl"":""https://aerialfilmworks.com/hiring"",""status"":307,""finalUrl"":""https://www.nv5.com/geospatial/solutions/geo1-1/"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false}],""homepageScan"":true,""homepageScanHit"":true,""finalUrl"":""https://www.nv5.com/geospatial/solutions/geo1-1/"",""classification"":""js_rendered_suspected"",""reason"":""thin_html_no_career_links""}","2026-04-10T23:46:16.808Z","js_rendered","browser_required","low","false","js_rendered_suspected from resolver and/or source_type_guess; browser automation not implemented in v1"
"Aerial Influence","cm-0014","https://aerialinfluence.com/","aerialinfluence.com","https://www.linkedin.com/company/aerial-influence","","medium","rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://aerialinfluence.com/ from domain column.","https://aerialinfluence.com/","https://aerialinfluence.com/","","careers_found","custom_found","{""homepageUsed"":""https://aerialinfluence.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://aerialinfluence.com/careers"",""status"":404,""finalUrl"":""https://aerialinfluence.com/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/jobs"",""candidateUrl"":""https://aerialinfluence.com/jobs"",""status"":404,""finalUrl"":""https://aerialinfluence.com/jobs"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/careers/jobs"",""candidateUrl"":""https://aerialinfluence.com/careers/jobs"",""status"":404,""finalUrl"":""https://aerialinfluence.com/careers/jobs"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/join-us"",""candidateUrl"":""https://aerialinfluence.com/join-us"",""status"":404,""finalUrl"":""https://aerialinfluence.com/join-us"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/work-with-us"",""candidateUrl"":""https://aerialinfluence.com/work-with-us"",""status"":404,""finalUrl"":""https://aerialinfluence.com/work-with-us"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/company/careers"",""candidateUrl"":""https://aerialinfluence.com/company/careers"",""status"":404,""finalUrl"":""https://aerialinfluence.com/company/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/about/careers"",""candidateUrl"":""https://aerialinfluence.com/about/careers"",""status"":404,""finalUrl"":""https://aerialinfluence.com/about/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/opportunities"",""candidateUrl"":""https://aerialinfluence.com/opportunities"",""status"":404,""finalUrl"":""https://aerialinfluence.com/opportunities"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/hiring"",""candidateUrl"":""https://aerialinfluence.com/hiring"",""status"":404,""finalUrl"":""https://aerialinfluence.com/hiring"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""(homepage_scan)"",""candidateUrl"":""https://aerialinfluence.com/"",""status"":200,""finalUrl"":""https://aerialinfluence.com/"",""ok"":true,""error"":null,""text"":"""",""ats"":null}],""homepageScan"":true,""homepageScanHit"":true,""finalUrl"":""https://aerialinfluence.com/"",""classification"":""custom_found""}","2026-04-10T23:46:19.963Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"Aerial Mob","cm-0015","https://aerialmob.com/","aerialmob.com","https://www.linkedin.com/company/aerialmob","Inspection (Energy / Infrastructure)","high","ok","","https://aerialmob.com/careers","https://aerialmob.com/","https://aerialmob.com/","careers_found","custom_found","{""homepageUsed"":""https://aerialmob.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://aerialmob.com/careers"",""status"":200,""finalUrl"":""https://aerialmob.com/"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://aerialmob.com/"",""classification"":""custom_found""}","2026-04-10T23:46:22.880Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"Aerial Productions","cm-0016","https://aerialproductions.com/","aerialproductions.com","https://www.linkedin.com/company/aerial-productions","","medium","rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://aerialproductions.com/ from domain column.","","","","careers_not_found","careers_not_found","{""homepageUsed"":""https://aerialproductions.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://aerialproductions.com/careers"",""status"":0,""finalUrl"":""https://aerialproductions.com/careers"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/jobs"",""candidateUrl"":""https://aerialproductions.com/jobs"",""status"":0,""finalUrl"":""https://aerialproductions.com/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/careers/jobs"",""candidateUrl"":""https://aerialproductions.com/careers/jobs"",""status"":0,""finalUrl"":""https://aerialproductions.com/careers/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true}],""homepageScan"":true,""homepageScanHit"":true,""finalUrl"":""https://aerialproductions.com/"",""classification"":""careers_not_found"",""homepageScanHits"":0,""probeCircuitBreaker"":true}","2026-04-11T17:06:11.395Z","unavailable","none","none","false","gated: resolver_status=careers_not_found"
"Aerial Productions International","cm-0017","https://apifilms.com/","apifilms.com","https://www.linkedin.com/company/api-films","Training & Services","high","ok","","https://api.film/cart","https://api.film/cart","","redirected_external","custom_found","{""homepageUsed"":""https://apifilms.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://apifilms.com/careers"",""status"":404,""finalUrl"":""https://api.film/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""/jobs"",""candidateUrl"":""https://apifilms.com/jobs"",""status"":404,""finalUrl"":""https://api.film/jobs"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""/careers/jobs"",""candidateUrl"":""https://apifilms.com/careers/jobs"",""status"":404,""finalUrl"":""https://api.film/careers/jobs"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""/join-us"",""candidateUrl"":""https://apifilms.com/join-us"",""status"":404,""finalUrl"":""https://api.film/join-us"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""/work-with-us"",""candidateUrl"":""https://apifilms.com/work-with-us"",""status"":404,""finalUrl"":""https://api.film/work-with-us"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""/company/careers"",""candidateUrl"":""https://apifilms.com/company/careers"",""status"":404,""finalUrl"":""https://api.film/company/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""/about/careers"",""candidateUrl"":""https://apifilms.com/about/careers"",""status"":404,""finalUrl"":""https://api.film/about/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""/opportunities"",""candidateUrl"":""https://apifilms.com/opportunities"",""status"":404,""finalUrl"":""https://api.film/opportunities"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""/hiring"",""candidateUrl"":""https://apifilms.com/hiring"",""status"":404,""finalUrl"":""https://api.film/hiring"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":false},{""path"":""(homepage_scan)"",""candidateUrl"":""https://api.film/cart"",""status"":200,""finalUrl"":""https://api.film/cart"",""ok"":true,""error"":null,""text"":""0"",""ats"":null}],""homepageScan"":true,""homepageScanHit"":true,""finalUrl"":""https://api.film/cart"",""classification"":""custom_found""}","2026-04-10T23:46:30.780Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"Aerial Services Inc","cm-0018","https://aerialservicesinc.com/","aerialservicesinc.com","https://www.linkedin.com/company/aerial-services-inc","Inspection (Energy / Infrastructure)","high","ok","","https://aerialservicesinc.com/careers","https://aerialservicesinc.com/careers/","https://aerialservicesinc.com/careers/","careers_found","custom_found","{""homepageUsed"":""https://aerialservicesinc.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://aerialservicesinc.com/careers"",""status"":200,""finalUrl"":""https://aerialservicesinc.com/careers/"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://aerialservicesinc.com/careers/"",""classification"":""custom_found""}","2026-04-10T23:46:34.237Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"Aerial Sphere","cm-0019","https://aerialsphere.com/","aerialsphere.com","https://www.linkedin.com/company/aerial-sphere","","medium","rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://aerialsphere.com/ from domain column.","https://aerialsphere.com/careers","https://www.aerialsphere.com/careers/","https://www.aerialsphere.com/careers/","careers_found","custom_found","{""homepageUsed"":""https://aerialsphere.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://aerialsphere.com/careers"",""status"":200,""finalUrl"":""https://www.aerialsphere.com/careers/"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://www.aerialsphere.com/careers/"",""classification"":""custom_found""}","2026-04-10T23:46:35.296Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
