ats,slug,company_name,status,last_checked_at,last_successful_fetch_at,jobs_last_run,jobs_relevant_last_run,jobs_inserted_last_run,jobs_updated_last_run,jobs_irrelevant_last_run,jobs_partial_last_run,jobs_old_last_run,fetch_failed_last_run,yield_last_run,times_seen_empty,times_failed,last_relevant_at,runs_since_last_relevant,consecutive_fetch_failures,manually_disabled,scrape_tier,scrape_every_runs,bucket_last_run,last_error,provider,company,_existingjobsbysourceid
ashby,continua,Continua,auto,2026-04-15T13:56:01.706Z,2026-04-15T13:56:01.706Z,2,0,0,0,0,0,2,false,0.000,0,0,,2,0,false,low,2,old_only,,ashby,Continua,
ashby,corvus-robotics,Corvus Robotics,auto,2026-04-15T13:56:02.506Z,2026-04-15T13:56:02.506Z,6,0,0,0,0,0,6,false,0.000,0,0,,2,0,false,low,2,old_only,,ashby,Corvus Robotics,
ashby,cosmic-robotics,Cosmic Robotics,auto,2026-04-15T13:56:02.708Z,2026-04-15T13:56:02.708Z,4,0,0,0,1,0,3,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Cosmic Robotics,
ashby,critical-energy,Critical Energy,auto,2026-04-15T13:56:02.928Z,2026-04-15T13:56:02.928Z,1,0,0,0,0,0,1,false,0.000,0,0,,2,0,false,low,2,old_only,,ashby,Critical Energy,
ashby,deel,Deel,auto,2026-04-15T13:56:03.893Z,2026-04-15T13:56:03.893Z,263,0,0,0,234,0,29,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Deel,
ashby,deeptune,Deeptune,auto,2026-04-15T13:56:04.004Z,2026-04-15T13:56:04.004Z,4,0,0,0,2,0,2,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Deeptune,
ashby,delian,Delian,auto,2026-04-15T13:56:04.471Z,2026-04-15T13:56:04.471Z,6,2,0,2,4,0,0,false,0.333,0,0,2026-04-15T13:56:04.471Z,0,0,false,medium,1,productive,,ashby,Delian,
ashby,dexmate,Dexmate,auto,2026-04-15T13:56:04.738Z,2026-04-15T13:56:04.738Z,23,0,0,0,13,0,10,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Dexmate,
ashby,distributed-spectrum,Distributed Spectrum,auto,2026-04-15T13:56:05.084Z,2026-04-15T13:56:05.084Z,4,1,0,1,3,0,0,false,0.250,0,0,2026-04-15T13:56:05.084Z,0,0,false,medium,1,productive,,ashby,Distributed Spectrum,
ashby,duna,Duna,auto,2026-04-15T13:56:05.740Z,2026-04-15T13:56:05.740Z,10,0,0,0,5,0,5,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Duna,
ashby,dust,Dust,auto,2026-04-15T13:56:05.987Z,2026-04-15T13:56:05.987Z,23,0,0,0,17,0,6,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Dust,
ashby,dyna-robotics,Dyna Robotics,auto,2026-04-15T13:56:06.276Z,2026-04-15T13:56:06.276Z,15,0,0,0,10,0,5,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Dyna Robotics,
ashby,echotwin,Echotwin,auto,2026-04-15T13:56:06.500Z,2026-04-15T13:56:06.500Z,11,0,0,0,0,0,11,false,0.000,0,0,,2,0,false,low,2,old_only,,ashby,Echotwin,
ashby,eigen-labs,Eigen Labs,auto,2026-04-15T13:56:06.614Z,2026-04-15T13:56:06.614Z,5,0,0,0,4,0,1,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Eigen Labs,
ashby,elevenlabs,Elevenlabs,auto,2026-04-15T13:56:07.086Z,2026-04-15T13:56:07.086Z,101,0,0,0,74,0,27,false,0.000,0,0,,2,0,false,low,2,irrelevant_only,,ashby,Elevenlabs,
