"company_key","company_name","domain","homepage_url","linkedin_url","category","confidence_flag","homepage_input_validation","homepage_validation_note","careers_url_candidate","careers_url_final","redirected_to","resolver_status","source_type_guess","notes","last_checked_at","final_source_type","extractor_type","extractor_priority","ready_for_extraction","routing_notes"
"cm-0082","Archer Aviation","archer.com","https://archer.com/","https://www.linkedin.com/company/archer-aviation","Hardware","high","ok",,"https://archer.com/careers","https://archer.com/careers",,"careers_found","custom_found","{""homepageUsed"":""https://archer.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://archer.com/careers"",""status"":200,""finalUrl"":""https://archer.com/careers"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://archer.com/careers"",""classification"":""custom_found""}","2026-04-10T23:49:06.999Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"cm-0083","Archer Aviation Inc","archer.com","https://archer.com/",,,,"rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://archer.com/ from domain column.","https://archer.com/careers","https://archer.com/careers",,"careers_found","custom_found","{""homepageUsed"":""https://archer.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://archer.com/careers"",""status"":200,""finalUrl"":""https://archer.com/careers"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://archer.com/careers"",""classification"":""custom_found""}","2026-04-10T23:49:08.215Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"cm-0084","Arcsky","arcskytech.com","https://arcskytech.com/","https://www.linkedin.com/company/arcsky",,"low","rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://arcskytech.com/ from domain column.","https://www.arcskytech.com/","https://www.arcskytech.com/",,"careers_found","custom_found","{""homepageUsed"":""https://arcskytech.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://arcskytech.com/careers"",""status"":404,""finalUrl"":""https://www.arcskytech.com/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/jobs"",""candidateUrl"":""https://arcskytech.com/jobs"",""status"":404,""finalUrl"":""https://www.arcskytech.com/jobs"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/careers/jobs"",""candidateUrl"":""https://arcskytech.com/careers/jobs"",""status"":404,""finalUrl"":""https://www.arcskytech.com/careers/jobs"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/join-us"",""candidateUrl"":""https://arcskytech.com/join-us"",""status"":404,""finalUrl"":""https://www.arcskytech.com/join-us"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/work-with-us"",""candidateUrl"":""https://arcskytech.com/work-with-us"",""status"":404,""finalUrl"":""https://www.arcskytech.com/work-with-us"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/company/careers"",""candidateUrl"":""https://arcskytech.com/company/careers"",""status"":404,""finalUrl"":""https://www.arcskytech.com/company/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/about/careers"",""candidateUrl"":""https://arcskytech.com/about/careers"",""status"":404,""finalUrl"":""https://www.arcskytech.com/about/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/opportunities"",""candidateUrl"":""https://arcskytech.com/opportunities"",""status"":404,""finalUrl"":""https://www.arcskytech.com/opportunities"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/hiring"",""candidateUrl"":""https://arcskytech.com/hiring"",""status"":404,""finalUrl"":""https://www.arcskytech.com/hiring"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""(homepage_scan)"",""candidateUrl"":""https://www.arcskytech.com/"",""status"":200,""finalUrl"":""https://www.arcskytech.com/"",""ok"":true,""error"":null,""text"":"""",""ats"":null}],""homepageScan"":true,""homepageScanHit"":true,""finalUrl"":""https://www.arcskytech.com/"",""classification"":""custom_found""}","2026-04-10T23:49:09.272Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"cm-0085","Ardupilot","ardupilot.org","https://ardupilot.org/","https://www.linkedin.com/company/ardupilot",,"high","rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://ardupilot.org/ from domain column.","https://ardupilot.org/dev/docs/events.html","https://ardupilot.org/dev/docs/events.html",,"careers_found","custom_found","{""homepageUsed"":""https://ardupilot.org/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://ardupilot.org/careers"",""status"":404,""finalUrl"":""https://ardupilot.org/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/jobs"",""candidateUrl"":""https://ardupilot.org/jobs"",""status"":404,""finalUrl"":""https://ardupilot.org/jobs"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/careers/jobs"",""candidateUrl"":""https://ardupilot.org/careers/jobs"",""status"":404,""finalUrl"":""https://ardupilot.org/careers/jobs"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/join-us"",""candidateUrl"":""https://ardupilot.org/join-us"",""status"":404,""finalUrl"":""https://ardupilot.org/join-us"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/work-with-us"",""candidateUrl"":""https://ardupilot.org/work-with-us"",""status"":404,""finalUrl"":""https://ardupilot.org/work-with-us"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/company/careers"",""candidateUrl"":""https://ardupilot.org/company/careers"",""status"":404,""finalUrl"":""https://ardupilot.org/company/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/about/careers"",""candidateUrl"":""https://ardupilot.org/about/careers"",""status"":404,""finalUrl"":""https://ardupilot.org/about/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/opportunities"",""candidateUrl"":""https://ardupilot.org/opportunities"",""status"":404,""finalUrl"":""https://ardupilot.org/opportunities"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/hiring"",""candidateUrl"":""https://ardupilot.org/hiring"",""status"":404,""finalUrl"":""https://ardupilot.org/hiring"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""(homepage_scan)"",""candidateUrl"":""https://ardupilot.org/dev/docs/events.html"",""status"":200,""finalUrl"":""https://ardupilot.org/dev/docs/events.html"",""ok"":true,""error"":null,""text"":""Events"",""ats"":null}],""homepageScan"":true,""homepageScanHit"":true,""finalUrl"":""https://ardupilot.org/dev/docs/events.html"",""classification"":""custom_found""}","2026-04-10T23:49:12.024Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"cm-0086","ArgenTech Solutions","argentechsolutions.com","https://argentechsolutions.com/","https://www.linkedin.com/company/argentech-solutions",,"low","rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://argentechsolutions.com/ from domain column.","https://argentechsolutions.com/careers","https://www.argentechsolutions.com/careers/","https://www.argentechsolutions.com/careers/","careers_found","custom_found","{""homepageUsed"":""https://argentechsolutions.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://argentechsolutions.com/careers"",""status"":200,""finalUrl"":""https://www.argentechsolutions.com/careers/"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://www.argentechsolutions.com/careers/"",""classification"":""custom_found""}","2026-04-10T23:49:14.092Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"cm-0087","Ascent AeroSystems","ascentaerosystems.com","https://ascentaerosystems.com/","https://www.linkedin.com/company/ascent-aerosystems","Hardware","high","ok",,"https://ascentaerosystems.com/careers","https://www.robinsonheli.com/unmanned","https://www.robinsonheli.com/unmanned","redirected_external","custom_found","{""homepageUsed"":""https://ascentaerosystems.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://ascentaerosystems.com/careers"",""status"":200,""finalUrl"":""https://www.robinsonheli.com/unmanned"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":false}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://www.robinsonheli.com/unmanned"",""classification"":""custom_found""}","2026-04-10T23:49:16.224Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"cm-0088","Ascent AeroSystems Inc","ascentaerosystems.com","https://ascentaerosystems.com/",,,,"rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://ascentaerosystems.com/ from domain column.","https://ascentaerosystems.com/careers","https://www.robinsonheli.com/unmanned","https://www.robinsonheli.com/unmanned","redirected_external","custom_found","{""homepageUsed"":""https://ascentaerosystems.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://ascentaerosystems.com/careers"",""status"":200,""finalUrl"":""https://www.robinsonheli.com/unmanned"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":false}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://www.robinsonheli.com/unmanned"",""classification"":""custom_found""}","2026-04-10T23:49:18.303Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"cm-0089","Astral Aerial Solutions","astralaerial.com","https://astralaerial.com/","https://www.linkedin.com/company/astral-aerial",,"medium","rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://astralaerial.com/ from domain column.","https://astralaerial.com/careers","https://astralaerial.com/careers",,"careers_found","custom_found","{""homepageUsed"":""https://astralaerial.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://astralaerial.com/careers"",""status"":200,""finalUrl"":""https://astralaerial.com/careers"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://astralaerial.com/careers"",""classification"":""custom_found""}","2026-04-10T23:49:19.272Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"cm-0090","Astral Systems","astral.systems","https://astral.systems/","https://www.linkedin.com/company/astral-systems",,"low","rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://astral.systems/ from domain column.",,,,"homepage_fetch_failed","fetch_failed","{""homepageUsed"":""https://astral.systems/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://astral.systems/careers"",""status"":0,""finalUrl"":""https://astral.systems/careers"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/jobs"",""candidateUrl"":""https://astral.systems/jobs"",""status"":0,""finalUrl"":""https://astral.systems/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/careers/jobs"",""candidateUrl"":""https://astral.systems/careers/jobs"",""status"":0,""finalUrl"":""https://astral.systems/careers/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/join-us"",""candidateUrl"":""https://astral.systems/join-us"",""status"":0,""finalUrl"":""https://astral.systems/join-us"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/work-with-us"",""candidateUrl"":""https://astral.systems/work-with-us"",""status"":0,""finalUrl"":""https://astral.systems/work-with-us"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/company/careers"",""candidateUrl"":""https://astral.systems/company/careers"",""status"":0,""finalUrl"":""https://astral.systems/company/careers"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/about/careers"",""candidateUrl"":""https://astral.systems/about/careers"",""status"":0,""finalUrl"":""https://astral.systems/about/careers"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/opportunities"",""candidateUrl"":""https://astral.systems/opportunities"",""status"":0,""finalUrl"":""https://astral.systems/opportunities"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/hiring"",""candidateUrl"":""https://astral.systems/hiring"",""status"":0,""finalUrl"":""https://astral.systems/hiring"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://astral.systems/"",""classification"":""fetch_failed"",""homepageError"":""fetch failed""}","2026-04-10T23:49:20.420Z","unavailable","none","none","false","gated: resolver_status=homepage_fetch_failed"
"cm-0091","Autel Robotics","autelrobotics.com","https://autelrobotics.com/","https://www.linkedin.com/company/autel-robotics","Hardware","high","ok",,,,,"homepage_fetch_failed","fetch_failed","{""homepageUsed"":""https://autelrobotics.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://autelrobotics.com/careers"",""status"":0,""finalUrl"":""https://autelrobotics.com/careers"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/jobs"",""candidateUrl"":""https://autelrobotics.com/jobs"",""status"":0,""finalUrl"":""https://autelrobotics.com/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/careers/jobs"",""candidateUrl"":""https://autelrobotics.com/careers/jobs"",""status"":0,""finalUrl"":""https://autelrobotics.com/careers/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/join-us"",""candidateUrl"":""https://autelrobotics.com/join-us"",""status"":0,""finalUrl"":""https://autelrobotics.com/join-us"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/work-with-us"",""candidateUrl"":""https://autelrobotics.com/work-with-us"",""status"":0,""finalUrl"":""https://autelrobotics.com/work-with-us"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/company/careers"",""candidateUrl"":""https://autelrobotics.com/company/careers"",""status"":0,""finalUrl"":""https://autelrobotics.com/company/careers"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/about/careers"",""candidateUrl"":""https://autelrobotics.com/about/careers"",""status"":0,""finalUrl"":""https://autelrobotics.com/about/careers"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/opportunities"",""candidateUrl"":""https://autelrobotics.com/opportunities"",""status"":0,""finalUrl"":""https://autelrobotics.com/opportunities"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/hiring"",""candidateUrl"":""https://autelrobotics.com/hiring"",""status"":0,""finalUrl"":""https://autelrobotics.com/hiring"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://autelrobotics.com/"",""classification"":""fetch_failed"",""homepageError"":""fetch failed""}","2026-04-10T23:49:45.973Z","unavailable","none","none","false","gated: resolver_status=homepage_fetch_failed"
"cm-0092","Autel Robotics USA","autelrobotics.com","https://autelrobotics.com/",,,,"rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://autelrobotics.com/ from domain column.",,,,"homepage_fetch_failed","fetch_failed","{""homepageUsed"":""https://autelrobotics.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://autelrobotics.com/careers"",""status"":0,""finalUrl"":""https://autelrobotics.com/careers"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/jobs"",""candidateUrl"":""https://autelrobotics.com/jobs"",""status"":0,""finalUrl"":""https://autelrobotics.com/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/careers/jobs"",""candidateUrl"":""https://autelrobotics.com/careers/jobs"",""status"":0,""finalUrl"":""https://autelrobotics.com/careers/jobs"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/join-us"",""candidateUrl"":""https://autelrobotics.com/join-us"",""status"":0,""finalUrl"":""https://autelrobotics.com/join-us"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/work-with-us"",""candidateUrl"":""https://autelrobotics.com/work-with-us"",""status"":0,""finalUrl"":""https://autelrobotics.com/work-with-us"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/company/careers"",""candidateUrl"":""https://autelrobotics.com/company/careers"",""status"":0,""finalUrl"":""https://autelrobotics.com/company/careers"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/about/careers"",""candidateUrl"":""https://autelrobotics.com/about/careers"",""status"":0,""finalUrl"":""https://autelrobotics.com/about/careers"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/opportunities"",""candidateUrl"":""https://autelrobotics.com/opportunities"",""status"":0,""finalUrl"":""https://autelrobotics.com/opportunities"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true},{""path"":""/hiring"",""candidateUrl"":""https://autelrobotics.com/hiring"",""status"":0,""finalUrl"":""https://autelrobotics.com/hiring"",""ok"":false,""error"":""fetch failed"",""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://autelrobotics.com/"",""classification"":""fetch_failed"",""homepageError"":""fetch failed""}","2026-04-10T23:51:32.851Z","unavailable","none","none","false","gated: resolver_status=homepage_fetch_failed"
"cm-0093","Auterion","auterion.com","https://auterion.com/","https://www.linkedin.com/company/auterion","Software & Autonomy","high","ok",,"https://auterion.com/careers","https://auterion.com/company/careers/","https://auterion.com/company/careers/","careers_found","custom_found","{""homepageUsed"":""https://auterion.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://auterion.com/careers"",""status"":200,""finalUrl"":""https://auterion.com/company/careers/"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://auterion.com/company/careers/"",""classification"":""custom_found""}","2026-04-10T23:53:19.593Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"cm-0094","Autonodyne","autonodyne.com","https://autonodyne.com/","https://www.linkedin.com/company/autonodyne","Software & Autonomy","high","ok",,"https://autonodyne.com/home","https://autonodyne.com/home",,"careers_found","custom_found","{""homepageUsed"":""https://autonodyne.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://autonodyne.com/careers"",""status"":404,""finalUrl"":""https://autonodyne.com/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/jobs"",""candidateUrl"":""https://autonodyne.com/jobs"",""status"":404,""finalUrl"":""https://autonodyne.com/jobs"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/careers/jobs"",""candidateUrl"":""https://autonodyne.com/careers/jobs"",""status"":404,""finalUrl"":""https://autonodyne.com/careers/jobs"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/join-us"",""candidateUrl"":""https://autonodyne.com/join-us"",""status"":404,""finalUrl"":""https://autonodyne.com/join-us"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/work-with-us"",""candidateUrl"":""https://autonodyne.com/work-with-us"",""status"":404,""finalUrl"":""https://autonodyne.com/work-with-us"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/company/careers"",""candidateUrl"":""https://autonodyne.com/company/careers"",""status"":404,""finalUrl"":""https://autonodyne.com/company/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/about/careers"",""candidateUrl"":""https://autonodyne.com/about/careers"",""status"":404,""finalUrl"":""https://autonodyne.com/about/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/opportunities"",""candidateUrl"":""https://autonodyne.com/opportunities"",""status"":404,""finalUrl"":""https://autonodyne.com/opportunities"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/hiring"",""candidateUrl"":""https://autonodyne.com/hiring"",""status"":404,""finalUrl"":""https://autonodyne.com/hiring"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""(homepage_scan)"",""candidateUrl"":""https://autonodyne.com/home"",""status"":200,""finalUrl"":""https://autonodyne.com/home"",""ok"":true,""error"":null,""text"":""Careers"",""ats"":null}],""homepageScan"":true,""homepageScanHit"":true,""finalUrl"":""https://autonodyne.com/home"",""classification"":""custom_found""}","2026-04-10T23:53:20.519Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"cm-0095","Autonodyne AI Systems","autonodyne.com","https://autonodyne.com/",,,,"rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://autonodyne.com/ from domain column.","https://autonodyne.com/home","https://autonodyne.com/home",,"careers_found","custom_found","{""homepageUsed"":""https://autonodyne.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://autonodyne.com/careers"",""status"":404,""finalUrl"":""https://autonodyne.com/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/jobs"",""candidateUrl"":""https://autonodyne.com/jobs"",""status"":404,""finalUrl"":""https://autonodyne.com/jobs"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/careers/jobs"",""candidateUrl"":""https://autonodyne.com/careers/jobs"",""status"":404,""finalUrl"":""https://autonodyne.com/careers/jobs"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/join-us"",""candidateUrl"":""https://autonodyne.com/join-us"",""status"":404,""finalUrl"":""https://autonodyne.com/join-us"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/work-with-us"",""candidateUrl"":""https://autonodyne.com/work-with-us"",""status"":404,""finalUrl"":""https://autonodyne.com/work-with-us"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/company/careers"",""candidateUrl"":""https://autonodyne.com/company/careers"",""status"":404,""finalUrl"":""https://autonodyne.com/company/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/about/careers"",""candidateUrl"":""https://autonodyne.com/about/careers"",""status"":404,""finalUrl"":""https://autonodyne.com/about/careers"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/opportunities"",""candidateUrl"":""https://autonodyne.com/opportunities"",""status"":404,""finalUrl"":""https://autonodyne.com/opportunities"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""/hiring"",""candidateUrl"":""https://autonodyne.com/hiring"",""status"":404,""finalUrl"":""https://autonodyne.com/hiring"",""ok"":false,""error"":null,""ats"":null,""relatedToHome"":true},{""path"":""(homepage_scan)"",""candidateUrl"":""https://autonodyne.com/home"",""status"":200,""finalUrl"":""https://autonodyne.com/home"",""ok"":true,""error"":null,""text"":""Careers"",""ats"":null}],""homepageScan"":true,""homepageScanHit"":true,""finalUrl"":""https://autonodyne.com/home"",""classification"":""custom_found""}","2026-04-10T23:53:23.246Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
"cm-0096","Avian UAS","avianuas.com","https://avianuas.com/","https://www.linkedin.com/company/avian-uas",,"high","rejected_url_domain_fallback","full_url host is not a company homepage (www.linkedin.com); using https://avianuas.com/ from domain column.","https://avianuas.com/careers","https://avianuas.com/careers",,"careers_found","custom_found","{""homepageUsed"":""https://avianuas.com/"",""pathsTried"":[""/careers"",""/jobs"",""/careers/jobs"",""/join-us"",""/work-with-us"",""/company/careers"",""/about/careers"",""/opportunities"",""/hiring""],""probeLog"":[{""path"":""/careers"",""candidateUrl"":""https://avianuas.com/careers"",""status"":200,""finalUrl"":""https://avianuas.com/careers"",""ok"":true,""error"":null,""ats"":null,""relatedToHome"":true}],""homepageScan"":false,""homepageScanHit"":false,""finalUrl"":""https://avianuas.com/careers"",""classification"":""custom_found""}","2026-04-10T23:53:25.515Z","html_static","html_scraper","medium","true","custom careers page; HTML scrape candidate"
