"master_row_id","source_track","company_display_name","ats_company_key","resolver_company_key","source_kind","ats_provider","ats_board_slug","careers_url_canonical","homepage_url","domain","ingestion_status","promotion_source","promoted_at","approval_rule_set"
"ats:legacy__ashby__prior-labs","ats_bridge","Prior Labs","legacy__ashby__prior-labs","","ats_api","ashby","prior-labs","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__pylon-labs","ats_bridge","Pylon Labs","legacy__ashby__pylon-labs","","ats_api","ashby","pylon-labs","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__quartermaster","ats_bridge","Quartermaster","legacy__ashby__quartermaster","","ats_api","ashby","quartermaster","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__quilter","ats_bridge","Quilter","legacy__ashby__quilter","","ats_api","ashby","quilter","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__rabot","ats_bridge","Rabot","legacy__ashby__rabot","","ats_api","ashby","rabot","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__radiant-industries","ats_bridge","Radiant Industries","legacy__ashby__radiant-industries","","ats_api","ashby","radiant-industries","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__realmalliance","ats_bridge","Realmalliance","legacy__ashby__realmalliance","","ats_api","ashby","realmalliance","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__red6","ats_bridge","Red6","legacy__ashby__red6","","ats_api","ashby","red6","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__reflect-orbital","ats_bridge","Reflect Orbital","legacy__ashby__reflect-orbital","","ats_api","ashby","reflect-orbital","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__ReflexRobotics","ats_bridge","ReflexRobotics","legacy__ashby__ReflexRobotics","","ats_api","ashby","ReflexRobotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__reliable-robotics","ats_bridge","Reliable Robotics","legacy__ashby__reliable-robotics","","ats_api","ashby","reliable-robotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__rhoda-ai","ats_bridge","Rhoda Ai","legacy__ashby__rhoda-ai","","ats_api","ashby","rhoda-ai","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__Ridealso","ats_bridge","Ridealso","legacy__ashby__Ridealso","","ats_api","ashby","Ridealso","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__robco","ats_bridge","Robco","legacy__ashby__robco","","ats_api","ashby","robco","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__robin-radar","ats_bridge","Robin Radar","legacy__ashby__robin-radar","","ats_api","ashby","robin-radar","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__robot-learning-co","ats_bridge","Robot Learning Co","legacy__ashby__robot-learning-co","","ats_api","ashby","robot-learning-co","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__Scale Army Careers","ats_bridge","Scale Army Careers","legacy__ashby__Scale Army Careers","","ats_api","ashby","Scale Army Careers","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__se3","ats_bridge","Se3","legacy__ashby__se3","","ats_api","ashby","se3","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__seneca","ats_bridge","Seneca","legacy__ashby__seneca","","ats_api","ashby","seneca","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__sensmore","ats_bridge","Sensmore","legacy__ashby__sensmore","","ats_api","ashby","sensmore","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__sentinel-eagle","ats_bridge","Sentinel Eagle","legacy__ashby__sentinel-eagle","","ats_api","ashby","sentinel-eagle","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__sereact","ats_bridge","Sereact","legacy__ashby__sereact","","ats_api","ashby","sereact","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__serverobotics","ats_bridge","Serverobotics","legacy__ashby__serverobotics","","ats_api","ashby","serverobotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__sesame","ats_bridge","Sesame","legacy__ashby__sesame","","ats_api","ashby","sesame","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__sfcompute","ats_bridge","Sfcompute","legacy__ashby__sfcompute","","ats_api","ashby","sfcompute","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__Sine Engineering","ats_bridge","Sine Engineering","legacy__ashby__Sine Engineering","","ats_api","ashby","Sine Engineering","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__Sine%20Engineering","ats_bridge","Sine%20Engineering","legacy__ashby__Sine%20Engineering","","ats_api","ashby","Sine%20Engineering","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__skydio","ats_bridge","Skydio","legacy__ashby__skydio","","ats_api","ashby","skydio","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__spear-ai","ats_bridge","Spear Ai","legacy__ashby__spear-ai","","ats_api","ashby","spear-ai","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__sphere-defense","ats_bridge","Sphere Defense","legacy__ashby__sphere-defense","","ats_api","ashby","sphere-defense","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__stainlessapi","ats_bridge","Stainlessapi","legacy__ashby__stainlessapi","","ats_api","ashby","stainlessapi","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__StandardBots","ats_bridge","StandardBots","legacy__ashby__StandardBots","","ats_api","ashby","StandardBots","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__StandInsurance","ats_bridge","StandInsurance","legacy__ashby__StandInsurance","","ats_api","ashby","StandInsurance","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__starpath.space","ats_bridge","Starpath.Space","legacy__ashby__starpath.space","","ats_api","ashby","starpath.space","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__stealth startup","ats_bridge","Stealth Startup","legacy__ashby__stealth startup","","ats_api","ashby","stealth startup","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__sunday","ats_bridge","Sunday","legacy__ashby__sunday","","ats_api","ashby","sunday","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__sunrise","ats_bridge","Sunrise","legacy__ashby__sunrise","","ats_api","ashby","sunrise","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__swan","ats_bridge","Swan","legacy__ashby__swan","","ats_api","ashby","swan","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__swarmer","ats_bridge","Swarmer","legacy__ashby__swarmer","","ats_api","ashby","swarmer","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__T-Robotics","ats_bridge","T Robotics","legacy__ashby__T-Robotics","","ats_api","ashby","T-Robotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__taekus","ats_bridge","Taekus","legacy__ashby__taekus","","ats_api","ashby","taekus","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__tandem","ats_bridge","Tandem","legacy__ashby__tandem","","ats_api","ashby","tandem","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__tempo-xyz","ats_bridge","Tempo Xyz","legacy__ashby__tempo-xyz","","ats_api","ashby","tempo-xyz","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__tensorwave","ats_bridge","Tensorwave","legacy__ashby__tensorwave","","ats_api","ashby","tensorwave","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__TerraFirma","ats_bridge","TerraFirma","legacy__ashby__TerraFirma","","ats_api","ashby","TerraFirma","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__terranova","ats_bridge","Terranova","legacy__ashby__terranova","","ats_api","ashby","terranova","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__teza-technologies","ats_bridge","Teza Technologies","legacy__ashby__teza-technologies","","ats_api","ashby","teza-technologies","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__the-exploration-company","ats_bridge","The Exploration Company","legacy__ashby__the-exploration-company","","ats_api","ashby","the-exploration-company","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__treeswift","ats_bridge","Treeswift","legacy__ashby__treeswift","","ats_api","ashby","treeswift","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__tycho-ai","ats_bridge","Tycho Ai","legacy__ashby__tycho-ai","","ats_api","ashby","tycho-ai","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__unitxlabs","ats_bridge","Unitxlabs","legacy__ashby__unitxlabs","","ats_api","ashby","unitxlabs","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__upvest","ats_bridge","Upvest","legacy__ashby__upvest","","ats_api","ashby","upvest","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__vanta","ats_bridge","Vanta","legacy__ashby__vanta","","ats_api","ashby","vanta","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__venn","ats_bridge","Venn","legacy__ashby__venn","","ats_api","ashby","venn","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__Verne Robotics","ats_bridge","Verne Robotics","legacy__ashby__Verne Robotics","","ats_api","ashby","Verne Robotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__voxel","ats_bridge","Voxel","legacy__ashby__voxel","","ats_api","ashby","voxel","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__voyant-photonics","ats_bridge","Voyant Photonics","legacy__ashby__voyant-photonics","","ats_api","ashby","voyant-photonics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__watneyrobotics","ats_bridge","Watneyrobotics","legacy__ashby__watneyrobotics","","ats_api","ashby","watneyrobotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__witnessai","ats_bridge","Witnessai","legacy__ashby__witnessai","","ats_api","ashby","witnessai","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__xbowcareers","ats_bridge","Xbowcareers","legacy__ashby__xbowcareers","","ats_api","ashby","xbowcareers","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__yumaai","ats_bridge","Yumaai","legacy__ashby__yumaai","","ats_api","ashby","yumaai","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__zauber","ats_bridge","Zauber","legacy__ashby__zauber","","ats_api","ashby","zauber","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__zefir","ats_bridge","Zefir","legacy__ashby__zefir","","ats_api","ashby","zefir","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__zydro","ats_bridge","Zydro","legacy__ashby__zydro","","ats_api","ashby","zydro","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__zyphra","ats_bridge","Zyphra","legacy__ashby__zyphra","","ats_api","ashby","zyphra","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__24hourhomecare","ats_bridge","24hourhomecare","legacy__greenhouse__24hourhomecare","","ats_api","greenhouse","24hourhomecare","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__aevexaerospace","ats_bridge","Aevexaerospace","legacy__greenhouse__aevexaerospace","","ats_api","greenhouse","aevexaerospace","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__agilityrobotics","ats_bridge","Agilityrobotics","legacy__greenhouse__agilityrobotics","","ats_api","greenhouse","agilityrobotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__alpineeagle","ats_bridge","Alpineeagle","legacy__greenhouse__alpineeagle","","ats_api","greenhouse","alpineeagle","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__altentechnologyusa","ats_bridge","Altentechnologyusa","legacy__greenhouse__altentechnologyusa","","ats_api","greenhouse","altentechnologyusa","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__andurilindustries","ats_bridge","Anduril","legacy__greenhouse__andurilindustries","","ats_api","greenhouse","andurilindustries","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__appliedintuition","ats_bridge","Appliedintuition","legacy__greenhouse__appliedintuition","","ats_api","greenhouse","appliedintuition","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__apptronik","ats_bridge","Apptronik","legacy__greenhouse__apptronik","","ats_api","greenhouse","apptronik","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__arxroboticsgmbh","ats_bridge","Arxroboticsgmbh","legacy__greenhouse__arxroboticsgmbh","","ats_api","greenhouse","arxroboticsgmbh","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__attorneysfriedfrankharrisshriverjacobsonllp","ats_bridge","Attorneysfriedfrankharrisshriverjacobsonllp","legacy__greenhouse__attorneysfriedfrankharrisshriverjacobsonllp","","ats_api","greenhouse","attorneysfriedfrankharrisshriverjacobsonllp","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__aurorainnovation","ats_bridge","Aurorainnovation","legacy__greenhouse__aurorainnovation","","ats_api","greenhouse","aurorainnovation","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__axogen","ats_bridge","Axogen","legacy__greenhouse__axogen","","ats_api","greenhouse","axogen","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__axon","ats_bridge","Axon","legacy__greenhouse__axon","","ats_api","greenhouse","axon","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__botauto","ats_bridge","Botauto","legacy__greenhouse__botauto","","ats_api","greenhouse","botauto","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__brightai","ats_bridge","Brightai","legacy__greenhouse__brightai","","ats_api","greenhouse","brightai","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__coalition","ats_bridge","Coalition","legacy__greenhouse__coalition","","ats_api","greenhouse","coalition","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__codalinc","ats_bridge","Codalinc","legacy__greenhouse__codalinc","","ats_api","greenhouse","codalinc","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__corelight","ats_bridge","Corelight","legacy__greenhouse__corelight","","ats_api","greenhouse","corelight","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__coreweaveu","ats_bridge","Coreweaveu","legacy__greenhouse__coreweaveu","","ats_api","greenhouse","coreweaveu","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__cti","ats_bridge","Cti","legacy__greenhouse__cti","","ats_api","greenhouse","cti","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__cyware","ats_bridge","Cyware","legacy__greenhouse__cyware","","ats_api","greenhouse","cyware","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__density","ats_bridge","Density","legacy__greenhouse__density","","ats_api","greenhouse","density","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__dropbox","ats_bridge","Dropbox","legacy__greenhouse__dropbox","","ats_api","greenhouse","dropbox","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__ebury","ats_bridge","Ebury","legacy__greenhouse__ebury","","ats_api","greenhouse","ebury","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__eositsolutions","ats_bridge","Eositsolutions","legacy__greenhouse__eositsolutions","","ats_api","greenhouse","eositsolutions","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__flyzipline","ats_bridge","Zipline","legacy__greenhouse__flyzipline","","ats_api","greenhouse","flyzipline","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__freedomofthepressfoundation","ats_bridge","Freedomofthepressfoundation","legacy__greenhouse__freedomofthepressfoundation","","ats_api","greenhouse","freedomofthepressfoundation","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__gatherai","ats_bridge","Gatherai","legacy__greenhouse__gatherai","","ats_api","greenhouse","gatherai","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__gatikaiinc","ats_bridge","Gatikaiinc","legacy__greenhouse__gatikaiinc","","ats_api","greenhouse","gatikaiinc","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__glydways","ats_bridge","Glydways","legacy__greenhouse__glydways","","ats_api","greenhouse","glydways","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__goodman","ats_bridge","Goodman","legacy__greenhouse__goodman","","ats_api","greenhouse","goodman","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__hatchcareers","ats_bridge","Hatchcareers","legacy__greenhouse__hatchcareers","","ats_api","greenhouse","hatchcareers","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__indiecampers","ats_bridge","Indiecampers","legacy__greenhouse__indiecampers","","ats_api","greenhouse","indiecampers","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__intrinsicrobotics","ats_bridge","Intrinsicrobotics","legacy__greenhouse__intrinsicrobotics","","ats_api","greenhouse","intrinsicrobotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__isaraerospace","ats_bridge","Isaraerospace","legacy__greenhouse__isaraerospace","","ats_api","greenhouse","isaraerospace","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__k2spacecorporation","ats_bridge","K2spacecorporation","legacy__greenhouse__k2spacecorporation","","ats_api","greenhouse","k2spacecorporation","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__kao","ats_bridge","Kao","legacy__greenhouse__kao","","ats_api","greenhouse","kao","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__leolabsinc","ats_bridge","Leolabsinc","legacy__greenhouse__leolabsinc","","ats_api","greenhouse","leolabsinc","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__locusrobotics","ats_bridge","Locusrobotics","legacy__greenhouse__locusrobotics","","ats_api","greenhouse","locusrobotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__make","ats_bridge","Make","legacy__greenhouse__make","","ats_api","greenhouse","make","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__manticoregames","ats_bridge","Manticoregames","legacy__greenhouse__manticoregames","","ats_api","greenhouse","manticoregames","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__mongodb","ats_bridge","Mongodb","legacy__greenhouse__mongodb","","ats_api","greenhouse","mongodb","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__morsecorp","ats_bridge","Morsecorp","legacy__greenhouse__morsecorp","","ats_api","greenhouse","morsecorp","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__msgentertainmentholdingsllc","ats_bridge","Msgentertainmentholdingsllc","legacy__greenhouse__msgentertainmentholdingsllc","","ats_api","greenhouse","msgentertainmentholdingsllc","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__nooks","ats_bridge","Nooks","legacy__greenhouse__nooks","","ats_api","greenhouse","nooks","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__ocadogroup","ats_bridge","Ocadogroup","legacy__greenhouse__ocadogroup","","ats_api","greenhouse","ocadogroup","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__opensesame","ats_bridge","Opensesame","legacy__greenhouse__opensesame","","ats_api","greenhouse","opensesame","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__openzeppelin","ats_bridge","Openzeppelin","legacy__greenhouse__openzeppelin","","ats_api","greenhouse","openzeppelin","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__outpostspace","ats_bridge","Outpostspace","legacy__greenhouse__outpostspace","","ats_api","greenhouse","outpostspace","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__greenhouse__owkin","ats_bridge","Owkin","legacy__greenhouse__owkin","","ats_api","greenhouse","owkin","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
