"company_key","company_name","domain","ingestion_status","promotion_source","promoted_at","source_kind","ats_provider","ats_board_slug","careers_url_canonical","extractor_profile","manual_override_lock","notes_internal"
"legacy__lever__boxbot","Boxbot","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","boxbot","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__brightmachines","Brightmachines","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","brightmachines","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__c12qe","C12qe","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","c12qe","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__cabonorte","Cabonorte","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","cabonorte","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__capstan-medical","Capstan Medical","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","capstan-medical","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__cdcfoundation","Cdcfoundation","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","cdcfoundation","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__CesiumAstro","CesiumAstro","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","CesiumAstro","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__ChefRobotics","ChefRobotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","ChefRobotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__CollectlyInc","CollectlyInc","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","CollectlyInc","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__CordTechnologies","CordTechnologies","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","CordTechnologies","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__cx2","Cx2","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","cx2","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__cyngn","Cyngn","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","cyngn","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__d-fendsolutions","D-Fend Solutions","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","d-fendsolutions","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__daedalean","Daedalean","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","daedalean","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__daniels-sharpsmart","Daniels Sharpsmart","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","daniels-sharpsmart","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__danti.ai","Danti.Ai","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","danti.ai","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__dexterity","Dexterity","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","dexterity","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__dronedeploy","DroneDeploy","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","dronedeploy","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__dronesense","Dronesense","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","dronesense","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__easypost-2","Easypost 2","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","easypost-2","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__education-services","Education Services","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","education-services","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__ekohealth","Ekohealth","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","ekohealth","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__elroyair","Elroyair","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","elroyair","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__Emesent","Emesent","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","Emesent","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__espace","Espace","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","espace","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__field-ai","Field AI","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","field-ai","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__freedomsolarpower","Freedomsolarpower","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","freedomsolarpower","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__fuellabs","Fuellabs","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","fuellabs","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__gravisrobotics","Gravisrobotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","gravisrobotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__hermeus","Hermeus","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","hermeus","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__humble-robotics","Humble Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","humble-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__hypersonica-prod","Hypersonica Prod","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","hypersonica-prod","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__influ2","Influ2","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","influ2","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__InteriorMarketingGroup","InteriorMarketingGroup","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","InteriorMarketingGroup","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__ispace-inc","Ispace Inc","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","ispace-inc","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__jobgether","Jobgether","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","jobgether","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__kestrel-intelligence","Kestrel Intelligence","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","kestrel-intelligence","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__latitudeinc","Latitudeinc","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","latitudeinc","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__longwall","Longwall","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","longwall","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__ltaresearch","Ltaresearch","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","ltaresearch","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__MachinaLabs","MachinaLabs","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","MachinaLabs","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__magnet-defense","Magnet Defense","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","magnet-defense","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__make-rain","Make Rain","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","make-rain","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__MBRDNA","MBRDNA","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","MBRDNA","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__mechanicalorchard","Mechanicalorchard","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","mechanicalorchard","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__merlinlabs","Merlinlabs","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","merlinlabs","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__mistral","Mistral","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","mistral","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__mujininc","Mujininc","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","mujininc","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__multiplylabs","Multiplylabs","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","multiplylabs","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__mythic-ai.com","Mythic Ai.Com","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","mythic-ai.com","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__Nomagic","Nomagic","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","Nomagic","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__orbaerospace","Orbaerospace","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","orbaerospace","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__osaro","Osaro","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","osaro","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__palantir","Palantir","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","palantir","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__paralleldomain","Paralleldomain","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","paralleldomain","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__peerspace","Peerspace","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","peerspace","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__perrone-robotics","Perrone Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","perrone-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__picklerobot","Picklerobot","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","picklerobot","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__pivotal","Pivotal","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","pivotal","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__promiserobotics","Promiserobotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","promiserobotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__pyka","Pyka","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","pyka","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__q-ctrl","Q Ctrl","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","q-ctrl","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__quantumcircuits","Quantumcircuits","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","quantumcircuits","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__RadicalAI","RadicalAI","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","RadicalAI","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__rangeenergy","Rangeenergy","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","rangeenergy","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__relayrobotics.com","Relayrobotics.Com","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","relayrobotics.com","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__reliable","Reliable","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","reliable","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__revealtech","Revealtech","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","revealtech","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__rgi","Rgi","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","rgi","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__RiptideTech","RiptideTech","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","RiptideTech","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__rivr","Rivr","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","rivr","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__roadrunner-studios","Roadrunner Studios","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","roadrunner-studios","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__robust-ai","Robust Ai","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","robust-ai","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__saronic","Saronic","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","saronic","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__schmidt-entities","Schmidt Entities","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","schmidt-entities","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__shieldai","Shield AI","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","shieldai","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__SimbeRobotics","SimbeRobotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","SimbeRobotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__skysafe","Skysafe","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","skysafe","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__skyways","Skyways","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","skyways","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__SpaceSystemsIntegration","SpaceSystemsIntegration","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","SpaceSystemsIntegration","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__steerbridge","Steerbridge","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","steerbridge","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__sundrivesolar","Sundrivesolar","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","sundrivesolar","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__talentwerx.io","Talentwerx.Io","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","talentwerx.io","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__teleo","Teleo","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","teleo","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__Terraformation","Terraformation","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","Terraformation","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__thea.energy","Thea.Energy","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","thea.energy","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__thehousemajoritypac","Thehousemajoritypac","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","thehousemajoritypac","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__threattec","Threattec","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","threattec","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__transmutex","Transmutex","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","transmutex","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__tri","Tri","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","tri","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__tsmg","Tsmg","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","tsmg","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__tutorintelligence","Tutorintelligence","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","tutorintelligence","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__tx-inc.com","Tx Inc.Com","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","tx-inc.com","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__valdeseng","Valdeseng","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","valdeseng","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__venusaero","Venusaero","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","venusaero","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__verkor","Verkor","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","verkor","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__waabi","Waabi","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","waabi","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__wadetrim","Wadetrim","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","wadetrim","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__waremalcomb","Waremalcomb","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","waremalcomb","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__weride","Weride","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","weride","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__whoop","Whoop","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","whoop","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__wingtra-2","Wingtra","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","wingtra-2","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__world-view-enterprises-inc.","World View Enterprises Inc.","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","world-view-enterprises-inc.","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__woven-by-toyota","Woven By Toyota","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","woven-by-toyota","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__lever__zoox","Zoox","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","lever","zoox","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__AbbVie","AbbVie","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","AbbVie","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__aerovect","Aerovect","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","aerovect","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__AI-Adam","AI Adam","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","AI-Adam","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__AngellEchoMagikid","AngellEchoMagikid","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","AngellEchoMagikid","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__BestgateEngineering","BestgateEngineering","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","BestgateEngineering","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__BuiltRobotics","BuiltRobotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","BuiltRobotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__CycloTech","CycloTech","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","CycloTech","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__DroneShield","DroneShield","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","DroneShield","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__GalenRobotics","GalenRobotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","GalenRobotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__Geo-Totaal","Geo Totaal","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","Geo-Totaal","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__HstarTechnologies","HstarTechnologies","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","HstarTechnologies","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__ImageAssociatesInc","ImageAssociatesInc","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","ImageAssociatesInc","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__InformaGroupPlc","InformaGroupPlc","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","InformaGroupPlc","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__JBHi-FiTheGoodGuys1","JBHi FiTheGoodGuys1","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","JBHi-FiTheGoodGuys1","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__Jobnath","Jobnath","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","Jobnath","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__LevelOneRoboticsAndControlsInc","LevelOneRoboticsAndControlsInc","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","LevelOneRoboticsAndControlsInc","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__MaverickDroneSystems","Maverick Drone Systems","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","MaverickDroneSystems","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__MyHRLLC","MyHRLLC","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","MyHRLLC","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__NauticusRobotics","NauticusRobotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","NauticusRobotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__NetApp2","NetApp2","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","NetApp2","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__PilmicoFoodsCorporation","PilmicoFoodsCorporation","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","PilmicoFoodsCorporation","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__SeniorPlc1","SeniorPlc1","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","SeniorPlc1","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__serpapackagingsolutions","Serpapackagingsolutions","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","serpapackagingsolutions","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__SopraSteria1","SopraSteria1","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","SopraSteria1","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__staubli","Staubli","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","staubli","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__staubligroup","Staubligroup","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","staubligroup","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__StemXpert1","StemXpert1","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","StemXpert1","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__stowgroup","Stowgroup","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","stowgroup","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__UASLabsLLC","UAS Labs LLC","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","UASLabsLLC","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__UKAtomicEnergyAuthority","UKAtomicEnergyAuthority","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","UKAtomicEnergyAuthority","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__UncommonSchools","UncommonSchools","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","UncommonSchools","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__smartrecruiters__Vention","Vention","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","smartrecruiters","Vention","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__adforge-corporation","Adforge Corporation","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","adforge-corporation","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__aerones","Aerones","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","aerones","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__ageo","Ageo","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","ageo","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__ai-robot-association","Ai Robot Association","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","ai-robot-association","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__airbus-aerial","Airbus Aerial","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","airbus-aerial","","","false","Migrated from repo-root sources.csv (Phase A)."
