"company_key","company_name","domain","ingestion_status","promotion_source","promoted_at","source_kind","ats_provider","ats_board_slug","careers_url_canonical","extractor_profile","manual_override_lock","notes_internal"
"legacy__ashby__abridge","Abridge","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","abridge","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__aerovect","Aerovect","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","aerovect","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__aetherflux","Aetherflux","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","aetherflux","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__aim","Aim","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","aim","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__airbound","Airbound","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","airbound","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__airops","Airops","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","airops","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__alta-ares","Alta Ares","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","alta-ares","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__altura","Altura","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","altura","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__Antares","Antares","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","Antares","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__arxlight-ai","Arxlight Ai","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","arxlight-ai","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__atlan","Atlan","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","atlan","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__aureliussystems","Aureliussystems","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","aureliussystems","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__backflip.ai","Backflip.Ai","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","backflip.ai","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__bedrock-robotics","Bedrock Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","bedrock-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__Blacksmith","Blacksmith","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","Blacksmith","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__bliro","Bliro","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","bliro","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__breaker","Breaker","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","breaker","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__brinc","Brinc","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","brinc","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__built-robotics","Built Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","built-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__callosum","Callosum","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","callosum","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__campfire","Campfire","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","campfire","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__character","Character","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","character","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__charge-robotics","Charge Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","charge-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__clasp-group","Clasp Group","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","clasp-group","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__close","Close","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","close","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__cobot","Cobot","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","cobot","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__cocodelivery","Cocodelivery","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","cocodelivery","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__coderabbit","Coderabbit","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","coderabbit","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__compound-eye","Compound Eye","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","compound-eye","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__continua","Continua","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","continua","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__corvus-robotics","Corvus Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","corvus-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__cosmic-robotics","Cosmic Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","cosmic-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__critical-energy","Critical Energy","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","critical-energy","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__deel","Deel","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","deel","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__deeptune","Deeptune","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","deeptune","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__delian","Delian","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","delian","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__dexmate","Dexmate","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","dexmate","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__distributed-spectrum","Distributed Spectrum","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","distributed-spectrum","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__duna","Duna","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","duna","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__dust","Dust","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","dust","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__dyna-robotics","Dyna Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","dyna-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__echotwin","Echotwin","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","echotwin","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__eigen-labs","Eigen Labs","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","eigen-labs","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__elevenlabs","Elevenlabs","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","elevenlabs","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__embedding-vc","Embedding Vc","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","embedding-vc","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__enpal","Enpal","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","enpal","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__ether.fi","Ether.Fi","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","ether.fi","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__exa","Exa","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","exa","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__fauna-robotics","Fauna Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","fauna-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__featherlessai","Featherlessai","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","featherlessai","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__Fiducial","Fiducial","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","Fiducial","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__finary","Finary","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","finary","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__finmid.com","Finmid.Com","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","finmid.com","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__flagright.com","Flagright.Com","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","flagright.com","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__flink","Flink","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","flink","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__Flock Safety","Flock Safety","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","Flock Safety","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__Flock%20Safety","Flock%20Safety","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","Flock%20Safety","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__Foundational Industries","Foundational Industries","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","Foundational Industries","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__foundry-robotics","Foundry Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","foundry-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__fyxer","Fyxer","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","fyxer","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__gecko-robotics","Gecko Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","gecko-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__generalist","Generalist","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","generalist","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__generalrobotics","Generalrobotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","generalrobotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__govdash","Govdash","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","govdash","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__GoVenti","GoVenti","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","GoVenti","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__GravityClimate","GravityClimate","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","GravityClimate","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__graymatter-robotics","Graymatter Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","graymatter-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__gritt","Gritt","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","gritt","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__hadrian-automation","Hadrian Automation","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","hadrian-automation","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__happyrobot.ai","Happyrobot.Ai","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","happyrobot.ai","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__harmattan-ai","Harmattan Ai","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","harmattan-ai","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__havocai","Havocai","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","havocai","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__hcompany","Hcompany","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","hcompany","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__heyjobs","Heyjobs","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","heyjobs","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__impulse","Impulse","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","impulse","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__kiefer","Kiefer","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","kiefer","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__knowlix","Knowlix","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","knowlix","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__kodifly","Kodifly","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","kodifly","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__kraken.com","Kraken.Com","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","kraken.com","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__langdock","Langdock","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","langdock","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__langfuse","Langfuse","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","langfuse","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__lat","Lat","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","lat","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__letta","Letta","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","letta","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__lightdash","Lightdash","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","lightdash","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__linqapp","Linqapp","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","linqapp","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__liquid-ai","Liquid Ai","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","liquid-ai","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__mach","Mach","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","mach","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__maihem","Maihem","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","maihem","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__marcohire","Marcohire","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","marcohire","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__matter-intelligence","Matter Intelligence","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","matter-intelligence","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__mecka.ai","Mecka.Ai","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","mecka.ai","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__mindrobotics","Mindrobotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","mindrobotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__mirai-robotics","Mirai Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","mirai-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__mirelo","Mirelo","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","mirelo","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__Molg","Molg","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","Molg","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__monumental","Monumental","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","monumental","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__mosey","Mosey","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","mosey","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__munich-electrification","Munich Electrification","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","munich-electrification","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__neara","Neara","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","neara","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__neworbit","Neworbit","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","neworbit","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__niantic-spatial","Niantic Spatial","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","niantic-spatial","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__noda-ai","Noda Ai","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","noda-ai","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__northvectordynamics","Northvectordynamics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","northvectordynamics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__northwoodspace","Northwoodspace","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","northwoodspace","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__observable-space","Observable Space","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","observable-space","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__obvio","Obvio","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","obvio","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__odys-aviation","Odys Aviation","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","odys-aviation","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__oligo","Oligo","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","oligo","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__onebrief","Onebrief","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","onebrief","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__OnHires","OnHires","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","OnHires","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__orchard","Orchard","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","orchard","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__persona.ai","Persona.Ai","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","persona.ai","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__physicalintelligence","Physicalintelligence","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","physicalintelligence","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__pirros","Pirros","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","pirros","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__pivotrobotics","Pivotrobotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","pivotrobotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__point-one-navigation","Point One Navigation","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","point-one-navigation","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__poseidonaero","Poseidonaero","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","poseidonaero","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__praxipal","Praxipal","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","praxipal","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__PrimeIntellect","PrimeIntellect","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","PrimeIntellect","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__prior-labs","Prior Labs","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","prior-labs","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__pylon-labs","Pylon Labs","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","pylon-labs","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__quartermaster","Quartermaster","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","quartermaster","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__quilter","Quilter","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","quilter","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__rabot","Rabot","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","rabot","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__radiant-industries","Radiant Industries","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","radiant-industries","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__realmalliance","Realmalliance","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","realmalliance","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__red6","Red6","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","red6","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__reflect-orbital","Reflect Orbital","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","reflect-orbital","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__ReflexRobotics","ReflexRobotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","ReflexRobotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__reliable-robotics","Reliable Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","reliable-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__rhoda-ai","Rhoda Ai","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","rhoda-ai","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__Ridealso","Ridealso","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","Ridealso","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__robco","Robco","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","robco","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__ashby__robin-radar","Robin Radar","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","ashby","robin-radar","","","false","Migrated from repo-root sources.csv (Phase A)."
