"company_key","sources_status","last_checked_at","last_successful_fetch_at","last_fetch_error","consecutive_failures","jobs_last_run","jobs_relevant_last_run","jobs_inserted_last_run","jobs_updated_last_run","jobs_irrelevant_last_run","jobs_partial_last_run","jobs_old_last_run","fetch_failed_last_run","yield_last_run","times_seen_empty","times_failed","scrape_tier","scrape_every_runs","bucket_last_run"
"legacy__ashby__StandInsurance","auto","2026-04-10T15:02:19.007Z","2026-04-10T15:02:19.007Z","","","10","1","0","1","7","0","2","false","0.100","0","0","medium","1","productive"
"legacy__ashby__starpath.space","auto","2026-04-10T15:02:20.058Z","2026-04-10T15:02:20.058Z","","","10","0","0","0","4","0","6","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__stealth startup","auto","2026-04-10T15:02:20.856Z","2026-04-10T15:02:20.856Z","","","3","2","0","2","1","0","0","false","0.667","0","0","high","1","productive"
"legacy__ashby__sunday","auto","2026-04-10T15:02:22.583Z","2026-04-10T15:02:22.583Z","","","30","0","0","0","16","0","14","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__sunrise","auto","2026-04-10T15:02:22.775Z","2026-04-10T15:02:22.775Z","","","12","0","0","0","10","0","2","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__swan","auto","2026-04-10T15:02:23.958Z","2026-04-10T15:02:23.958Z","","","8","2","0","2","0","0","6","false","0.250","0","0","medium","1","productive"
"legacy__ashby__swarmer","auto","2026-04-10T15:02:25.903Z","2026-04-10T15:02:25.903Z","","","16","11","0","11","4","0","1","false","0.688","0","0","high","1","productive"
"legacy__ashby__T-Robotics","auto","2026-04-10T15:02:26.574Z","2026-04-10T15:02:26.574Z","","","6","0","0","0","6","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__taekus","auto","2026-04-10T15:02:26.723Z","2026-04-10T15:02:26.723Z","","","7","0","0","0","4","0","3","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__tandem","auto","2026-04-10T15:02:28.499Z","2026-04-10T15:02:28.499Z","","","27","0","0","0","5","0","22","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__tempo-xyz","auto","2026-04-10T15:02:29.849Z","2026-04-10T15:02:29.849Z","","","17","0","0","0","12","0","5","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__tensorwave","auto","2026-04-10T15:02:31.194Z","2026-04-10T15:02:31.194Z","","","30","0","0","0","17","0","13","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__TerraFirma","auto","2026-04-10T15:02:32.306Z","2026-04-10T15:02:32.306Z","","","22","0","0","0","3","0","19","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__terranova","auto","2026-04-10T15:02:33.726Z","2026-04-10T15:02:33.726Z","","","13","0","0","0","10","0","3","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__teza-technologies","auto","2026-04-10T15:02:34.731Z","2026-04-10T15:02:34.731Z","","","14","0","0","0","5","0","9","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__the-exploration-company","auto","2026-04-10T15:02:38.441Z","2026-04-10T15:02:38.441Z","","","105","0","0","0","72","0","33","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__treeswift","auto","2026-04-10T15:02:39.667Z","2026-04-10T15:02:39.667Z","","","12","1","0","1","10","0","1","false","0.083","0","0","low","2","productive"
"legacy__ashby__tycho-ai","auto","2026-04-10T15:02:41.323Z","2026-04-10T15:02:41.323Z","","","7","5","5","0","2","0","0","false","0.714","0","0","high","1","productive"
"legacy__ashby__unitxlabs","auto","2026-04-10T15:02:42.182Z","2026-04-10T15:02:42.182Z","","","10","1","0","1","8","0","1","false","0.100","0","0","medium","1","productive"
"legacy__ashby__upvest","auto","2026-04-10T15:02:42.424Z","2026-04-10T15:02:42.424Z","","","32","0","0","0","25","0","7","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__vanta","auto","2026-04-10T15:02:42.869Z","2026-04-10T15:02:42.869Z","","","163","0","0","0","102","0","61","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__venn","auto","2026-04-10T15:02:43.028Z","2026-04-10T15:02:43.028Z","","","12","0","0","0","12","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__Verne Robotics","auto","2026-04-10T15:02:43.852Z","2026-04-10T15:02:43.852Z","","","4","0","0","0","4","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__voxel","auto","2026-04-10T15:02:44.652Z","2026-04-10T15:02:44.652Z","","","9","0","0","0","8","0","1","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__voyant-photonics","auto","2026-04-10T15:02:46.487Z","2026-04-10T15:02:46.487Z","","","22","5","0","5","2","0","15","false","0.227","0","0","medium","1","productive"
"legacy__ashby__watneyrobotics","auto","2026-04-10T15:02:47.590Z","2026-04-10T15:02:47.590Z","","","8","0","0","0","0","0","8","false","0.000","0","0","low","2","old_only"
"legacy__ashby__witnessai","auto","2026-04-10T15:02:48.206Z","2026-04-10T15:02:48.206Z","","","5","0","0","0","4","0","1","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__xbowcareers","auto","2026-04-10T15:02:49.820Z","2026-04-10T15:02:49.820Z","","","33","0","0","0","33","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__yumaai","auto","2026-04-10T15:02:50.280Z","2026-04-10T15:02:50.280Z","","","4","0","0","0","0","0","4","false","0.000","0","0","low","2","old_only"
"legacy__ashby__zauber","auto","2026-04-10T15:02:50.942Z","2026-04-10T15:02:50.942Z","","","7","0","0","0","3","0","4","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__zefir","auto","2026-04-10T15:02:52.433Z","2026-04-10T15:02:52.433Z","","","17","0","0","0","8","0","9","false","0.000","0","0","low","2","irrelevant_only"
"legacy__ashby__zydro","auto","2026-04-10T15:02:52.959Z","2026-04-10T15:02:52.959Z","","","3","0","0","0","0","0","3","false","0.000","0","0","low","2","old_only"
"legacy__ashby__zyphra","auto","2026-04-10T15:02:54.589Z","2026-04-10T15:02:54.589Z","","","14","0","0","0","14","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__24hourhomecare","auto","2026-04-10T15:02:55.058Z","2026-04-10T15:02:55.058Z","","","34","0","0","0","34","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__aevexaerospace","auto","2026-04-10T15:03:00.718Z","2026-04-10T15:03:00.718Z","","","106","32","0","32","74","0","0","false","0.302","0","0","medium","1","productive"
"legacy__greenhouse__agilityrobotics","auto","2026-04-10T15:03:04.372Z","2026-04-10T15:03:04.372Z","","","47","0","0","0","47","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__alpineeagle","auto","2026-04-10T15:03:07.934Z","2026-04-10T15:03:07.934Z","","","20","18","0","18","2","0","0","false","0.900","0","0","high","1","productive"
"legacy__greenhouse__altentechnologyusa","auto","2026-04-10T15:03:08.813Z","2026-04-10T15:03:08.813Z","","","122","3","0","3","119","0","0","false","0.025","0","0","low","2","productive"
"legacy__greenhouse__andurilindustries","auto","2026-04-10T15:04:50.578Z","2026-04-10T15:04:50.578Z","","","1819","395","2","393","1424","0","0","false","0.217","0","0","medium","1","productive"
"legacy__greenhouse__appliedintuition","auto","2026-04-10T15:04:53.258Z","2026-04-10T15:04:53.258Z","","","198","8","0","8","190","0","0","false","0.040","0","0","low","2","productive"
"legacy__greenhouse__apptronik","auto","2026-04-10T15:04:53.533Z","2026-04-10T15:04:53.533Z","","","51","0","0","0","51","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__arxroboticsgmbh","auto","2026-04-10T15:04:58.854Z","2026-04-10T15:04:58.854Z","","","33","27","1","26","6","0","0","false","0.818","0","0","high","1","productive"
"legacy__greenhouse__attorneysfriedfrankharrisshriverjacobsonllp","auto","2026-04-10T15:04:59.099Z","2026-04-10T15:04:59.099Z","","","13","0","0","0","13","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__aurorainnovation","auto","2026-04-10T15:05:01.072Z","2026-04-10T15:05:01.072Z","","","178","8","0","8","170","0","0","false","0.045","0","0","low","2","productive"
"legacy__greenhouse__axogen","auto","2026-04-10T15:05:01.292Z","2026-04-10T15:05:01.292Z","","","19","0","0","0","19","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__axon","auto","2026-04-10T15:05:13.535Z","2026-04-10T15:05:13.535Z","","","538","49","0","49","489","0","0","false","0.091","0","0","low","2","productive"
"legacy__greenhouse__botauto","auto","2026-04-10T15:05:13.850Z","2026-04-10T15:05:13.850Z","","","18","0","0","0","15","0","3","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__brightai","auto","2026-04-10T15:05:14.506Z","2026-04-10T15:05:14.506Z","","","10","3","0","3","4","0","3","false","0.300","0","0","medium","1","productive"
"legacy__greenhouse__coalition","auto","2026-04-10T15:05:14.780Z","2026-04-10T15:05:14.780Z","","","28","0","0","0","28","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__codalinc","auto","2026-04-10T15:05:15.032Z","2026-04-10T15:05:15.032Z","","","24","0","0","0","24","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__corelight","auto","2026-04-10T15:05:15.286Z","2026-04-10T15:05:15.286Z","","","30","0","0","0","30","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__coreweaveu","auto","2026-04-10T15:05:15.608Z","2026-04-10T15:05:15.608Z","","","37","0","0","0","37","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__cti","auto","2026-04-10T15:05:15.662Z","2026-04-10T15:05:15.662Z","","","0","0","0","0","0","0","0","false","0.000","2","0","dead","999","empty"
"legacy__greenhouse__cyware","auto","2026-04-10T15:05:15.939Z","2026-04-10T15:05:15.939Z","","","2","0","0","0","2","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__density","auto","2026-04-10T15:05:19.085Z","","Greenhouse Density failed: 404","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__greenhouse__dropbox","auto","2026-04-10T15:05:19.457Z","2026-04-10T15:05:19.457Z","","","104","0","0","0","104","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__ebury","auto","2026-04-10T15:05:20.058Z","2026-04-10T15:05:20.058Z","","","246","0","0","0","246","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__eositsolutions","auto","2026-04-10T15:05:20.438Z","2026-04-10T15:05:20.438Z","","","145","0","0","0","145","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__flyzipline","auto","2026-04-10T15:05:51.878Z","2026-04-10T15:05:51.878Z","","","193","180","1","179","13","0","0","false","0.933","0","0","high","1","productive"
"legacy__greenhouse__freedomofthepressfoundation","auto","2026-04-10T15:05:55.142Z","","Greenhouse Freedomofthepressfoundation failed: 404","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__greenhouse__gatherai","auto","2026-04-10T15:06:02.061Z","2026-04-10T15:06:02.061Z","","","28","25","0","25","3","0","0","false","0.893","0","0","high","1","productive"
"legacy__greenhouse__gatikaiinc","auto","2026-04-10T15:06:14.608Z","2026-04-10T15:06:14.608Z","","","59","54","0","54","5","0","0","false","0.915","0","0","high","1","productive"
"legacy__greenhouse__glydways","auto","2026-04-10T15:06:14.863Z","2026-04-10T15:06:14.863Z","","","22","0","0","0","22","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__goodman","auto","2026-04-10T15:06:15.093Z","2026-04-10T15:06:15.093Z","","","26","0","0","0","17","0","9","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__hatchcareers","auto","2026-04-10T15:06:15.287Z","2026-04-10T15:06:15.287Z","","","3","0","0","0","2","0","1","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__indiecampers","auto","2026-04-10T15:06:19.191Z","2026-04-10T15:06:19.191Z","","","816","5","0","5","811","0","0","false","0.006","0","0","low","2","productive"
"legacy__greenhouse__intrinsicrobotics","auto","2026-04-10T15:06:19.412Z","2026-04-10T15:06:19.412Z","","","33","0","0","0","33","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__isaraerospace","auto","2026-04-10T15:06:19.763Z","2026-04-10T15:06:19.763Z","","","87","0","0","0","87","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__k2spacecorporation","auto","2026-04-10T15:06:20.284Z","2026-04-10T15:06:20.284Z","","","132","0","0","0","101","0","31","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__kao","auto","2026-04-10T15:06:20.511Z","2026-04-10T15:06:20.511Z","","","42","0","0","0","36","0","6","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__leolabsinc","auto","2026-04-10T15:06:20.714Z","2026-04-10T15:06:20.714Z","","","18","0","0","0","18","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__locusrobotics","auto","2026-04-10T15:06:20.918Z","2026-04-10T15:06:20.918Z","","","22","0","0","0","21","0","1","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__make","auto","2026-04-10T15:06:21.114Z","2026-04-10T15:06:21.114Z","","","10","0","0","0","10","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__manticoregames","auto","2026-04-10T15:06:21.158Z","2026-04-10T15:06:21.158Z","","","0","0","0","0","0","0","0","false","0.000","2","0","dead","999","empty"
"legacy__greenhouse__mongodb","auto","2026-04-10T15:06:22.648Z","2026-04-10T15:06:22.648Z","","","435","2","2","0","433","0","0","false","0.005","0","0","low","2","productive"
"legacy__greenhouse__morsecorp","auto","2026-04-10T15:06:23.670Z","2026-04-10T15:06:23.670Z","","","33","5","0","5","17","0","11","false","0.152","0","0","medium","1","productive"
"legacy__greenhouse__msgentertainmentholdingsllc","auto","2026-04-10T15:06:23.980Z","2026-04-10T15:06:23.980Z","","","57","0","0","0","57","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__nooks","auto","2026-04-10T15:06:24.172Z","2026-04-10T15:06:24.172Z","","","13","0","0","0","13","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__ocadogroup","auto","2026-04-10T15:06:25.834Z","2026-04-10T15:06:25.834Z","","","56","0","0","0","56","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__opensesame","auto","2026-04-10T15:06:26.043Z","2026-04-10T15:06:26.043Z","","","15","0","0","0","15","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__openzeppelin","auto","2026-04-10T15:06:26.235Z","2026-04-10T15:06:26.235Z","","","2","0","0","0","2","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__outpostspace","auto","2026-04-10T15:06:26.470Z","2026-04-10T15:06:26.470Z","","","19","0","0","0","19","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__owkin","auto","2026-04-10T15:06:26.513Z","2026-04-10T15:06:26.513Z","","","0","0","0","0","0","0","0","false","0.000","2","0","dead","999","empty"
"legacy__greenhouse__pathai","auto","2026-04-10T15:06:26.758Z","2026-04-10T15:06:26.758Z","","","11","0","0","0","10","0","1","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__peakenergy","auto","2026-04-10T15:06:27.034Z","2026-04-10T15:06:27.034Z","","","35","0","0","0","35","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__phdata","auto","2026-04-10T15:06:27.308Z","2026-04-10T15:06:27.308Z","","","43","0","0","0","43","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__prenuvo","auto","2026-04-10T15:06:27.573Z","2026-04-10T15:06:27.573Z","","","46","0","0","0","46","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__purposemed","auto","2026-04-10T15:06:27.781Z","2026-04-10T15:06:27.781Z","","","11","0","0","0","11","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__relativity","auto","2026-04-10T15:06:28.767Z","2026-04-10T15:06:28.767Z","","","299","0","0","0","299","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__ridgeline","auto","2026-04-10T15:06:29.051Z","2026-04-10T15:06:29.051Z","","","60","0","0","0","60","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__rvi","auto","2026-04-10T15:06:29.415Z","2026-04-10T15:06:29.415Z","","","12","1","0","1","11","0","0","false","0.083","0","0","low","2","productive"
"legacy__greenhouse__salsify","auto","2026-04-10T15:06:29.634Z","2026-04-10T15:06:29.634Z","","","16","0","0","0","16","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__saltsecurity","auto","2026-04-10T15:06:29.820Z","2026-04-10T15:06:29.820Z","","","5","0","0","0","3","0","2","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__samsara","auto","2026-04-10T15:06:31.067Z","2026-04-10T15:06:31.067Z","","","391","0","0","0","391","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__sesai","auto","2026-04-10T15:06:35.008Z","2026-04-10T15:06:35.008Z","","","53","16","0","16","37","0","0","false","0.302","0","0","medium","1","productive"
"legacy__greenhouse__skylotechnologies","auto","2026-04-10T15:06:35.495Z","2026-04-10T15:06:35.495Z","","","27","0","0","0","27","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__slice","auto","2026-04-10T15:06:35.731Z","2026-04-10T15:06:35.731Z","","","48","0","0","0","48","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__smartwarehousing","auto","2026-04-10T15:06:35.944Z","2026-04-10T15:06:35.944Z","","","11","0","0","0","11","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__spacex","auto","2026-04-10T15:06:44.122Z","2026-04-10T15:06:44.122Z","","","1555","3","0","3","1552","0","0","false","0.002","0","0","low","2","productive"
"legacy__greenhouse__tetra","auto","2026-04-10T15:06:44.313Z","2026-04-10T15:06:44.313Z","","","3","0","0","0","0","0","3","false","0.000","0","0","low","2","old_only"
"legacy__greenhouse__thenuclearcompany","auto","2026-04-10T15:06:44.557Z","2026-04-10T15:06:44.557Z","","","36","0","0","0","36","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__togetherwork","auto","2026-04-10T15:06:44.846Z","2026-04-10T15:06:44.846Z","","","54","0","0","0","54","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__trueanomalyinc","auto","2026-04-10T15:06:45.922Z","2026-04-10T15:06:45.922Z","","","156","1","0","1","155","0","0","false","0.006","0","0","low","2","productive"
"legacy__greenhouse__umojabiopharma","auto","2026-04-10T15:06:46.133Z","2026-04-10T15:06:46.133Z","","","19","0","0","0","19","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__vatnsystems","auto","2026-04-10T15:06:46.346Z","2026-04-10T15:06:46.346Z","","","16","0","0","0","16","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__veracode","auto","2026-04-10T15:06:46.582Z","2026-04-10T15:06:46.582Z","","","30","0","0","0","29","0","1","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__veriff","auto","2026-04-10T15:06:46.800Z","2026-04-10T15:06:46.800Z","","","29","0","0","0","29","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__vrmnjretina","auto","2026-04-10T15:06:46.982Z","2026-04-10T15:06:46.982Z","","","1","0","0","0","1","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__wavexr","auto","2026-04-10T15:06:50.114Z","","Greenhouse Wavexr failed: 404","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__greenhouse__wizeline","auto","2026-04-10T15:06:51.017Z","2026-04-10T15:06:51.017Z","","","59","0","0","0","48","0","11","false","0.000","0","0","low","2","irrelevant_only"
"legacy__greenhouse__woolpert","auto","2026-04-10T15:06:51.764Z","2026-04-10T15:06:51.764Z","","","108","1","0","1","107","0","0","false","0.009","0","0","low","2","productive"
"legacy__greenhouse__zone5technologies","auto","2026-04-10T15:07:04.489Z","2026-04-10T15:07:04.489Z","","","74","72","0","72","2","0","0","false","0.973","0","0","high","1","productive"
"legacy__lever__360learning","auto","2026-04-10T15:07:06.425Z","2026-04-10T15:07:06.425Z","","","44","0","0","0","16","0","28","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__90seconds","auto","2026-04-10T15:07:20.332Z","2026-04-10T15:07:20.332Z","","","5","0","0","0","1","0","4","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__achievers","auto","2026-04-10T15:07:28.024Z","2026-04-10T15:07:28.024Z","","","18","1","0","1","14","0","3","false","0.056","0","0","low","2","productive"
"legacy__lever__aeva","auto","2026-04-10T15:07:50.189Z","2026-04-10T15:07:50.189Z","","","40","0","0","0","14","0","26","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__Agerpoint","auto","2026-04-10T15:08:05.316Z","2026-04-10T15:08:05.316Z","","","1","0","0","0","0","0","1","false","0.000","0","0","low","2","old_only"
"legacy__lever__ajax","auto","2026-04-10T15:08:38.534Z","2026-04-10T15:08:38.534Z","","","238","0","0","0","149","0","89","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__aleph","auto","2026-04-10T15:08:45.959Z","2026-04-10T15:08:45.959Z","","","104","0","0","0","71","0","33","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__anavationllc","auto","2026-04-10T15:09:00.521Z","2026-04-10T15:09:00.521Z","","","45","0","0","0","32","0","13","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__anybotics","auto","2026-04-10T15:09:39.069Z","2026-04-10T15:09:39.069Z","","","21","1","0","1","9","0","11","false","0.048","0","0","low","2","productive"
"legacy__lever__applydigital","auto","2026-04-10T15:10:26.769Z","2026-04-10T15:10:26.769Z","","","37","0","0","0","23","0","14","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__aquabyte","auto","2026-04-10T15:10:37.465Z","2026-04-10T15:10:37.465Z","","","14","0","0","0","8","0","6","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__arraylabs.io","auto","2026-04-10T15:10:42.039Z","2026-04-10T15:10:42.039Z","","","27","0","0","0","15","0","12","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__audinate","auto","2026-04-10T15:11:09.617Z","2026-04-10T15:11:09.617Z","","","2","1","0","1","1","0","0","false","0.500","0","0","high","1","productive"
"legacy__lever__autoroboto","auto","2026-04-10T15:11:14.668Z","2026-04-10T15:11:14.668Z","","","11","0","0","0","0","0","11","false","0.000","0","0","low","2","old_only"
"legacy__lever__beta","auto","2026-04-10T15:11:28.019Z","2026-04-10T15:11:28.019Z","","","3","0","0","0","1","0","2","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__boxbot","auto","2026-04-10T15:11:28.406Z","2026-04-10T15:11:28.406Z","","","6","0","0","0","0","0","6","false","0.000","0","0","low","2","old_only"
"legacy__lever__brightmachines","auto","2026-04-10T15:11:30.267Z","2026-04-10T15:11:30.267Z","","","27","0","0","0","27","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__c12qe","auto","2026-04-10T15:12:09.270Z","2026-04-08T17:24:54.749Z","This operation was aborted","","0","0","0","0","0","0","0","true","0.000","0","1","low","2","fetch_failed"
"legacy__lever__cabonorte","auto","2026-04-10T15:12:11.239Z","2026-04-10T15:12:11.239Z","","","69","2","0","2","42","0","25","false","0.029","0","0","low","2","productive"
"legacy__lever__capstan-medical","auto","2026-04-10T15:12:35.265Z","2026-04-10T15:12:35.265Z","","","23","1","0","1","22","0","0","false","0.043","0","0","low","2","productive"
"legacy__lever__cdcfoundation","auto","2026-04-10T15:12:36.638Z","2026-04-10T15:12:36.638Z","","","26","0","0","0","23","0","3","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__CesiumAstro","auto","2026-04-10T15:13:14.968Z","2026-04-10T15:13:14.968Z","","","186","0","0","0","123","0","63","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__ChefRobotics","auto","2026-04-10T15:13:23.260Z","2026-04-10T15:13:23.260Z","","","14","0","0","0","5","0","9","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__CollectlyInc","auto","2026-04-10T15:13:54.183Z","2026-04-10T15:13:54.183Z","","","10","0","0","0","7","0","3","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__CordTechnologies","auto","2026-04-10T15:14:00.212Z","2026-04-10T15:14:00.212Z","","","71","1","1","0","33","0","37","false","0.014","0","0","low","2","productive"
"legacy__lever__cx2","auto","2026-04-10T15:14:06.892Z","2026-04-10T15:14:06.892Z","","","9","3","0","3","6","0","0","false","0.333","0","0","medium","1","productive"
"legacy__lever__cyngn","auto","2026-04-10T15:14:09.909Z","2026-04-10T15:14:09.909Z","","","11","0","0","0","4","0","7","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__d-fendsolutions","auto","2026-04-10T15:14:48.912Z","2026-04-08T17:26:17.222Z","This operation was aborted","","0","0","0","0","0","0","0","true","0.000","0","1","low","2","fetch_failed"
"legacy__lever__daedalean","auto","2026-04-10T15:15:27.916Z","2026-04-08T17:26:17.668Z","This operation was aborted","","0","0","0","0","0","0","0","true","0.000","0","1","low","2","fetch_failed"
"legacy__lever__daniels-sharpsmart","auto","2026-04-10T15:15:31.394Z","2026-04-10T15:15:31.394Z","","","229","0","0","0","190","0","39","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__danti.ai","auto","2026-04-10T15:15:44.667Z","2026-04-10T15:15:44.667Z","","","1","0","0","0","0","0","1","false","0.000","0","0","low","2","old_only"
"legacy__lever__dexterity","auto","2026-04-10T15:15:45.957Z","2026-04-10T15:15:45.957Z","","","26","0","0","0","4","0","22","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__dronedeploy","auto","2026-04-10T15:16:15.608Z","2026-04-10T15:16:15.608Z","","","12","10","0","10","1","0","1","false","0.833","0","0","high","1","productive"
"legacy__lever__dronesense","auto","2026-04-10T15:16:15.702Z","2026-04-10T15:16:15.702Z","","","0","0","0","0","0","0","0","false","0.000","2","0","dead","999","empty"
"legacy__lever__easypost-2","auto","2026-04-10T15:16:31.166Z","2026-04-10T15:16:31.166Z","","","5","0","0","0","4","0","1","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__education-services","auto","2026-04-10T15:16:45.695Z","2026-04-10T15:16:45.695Z","","","0","0","0","0","0","0","0","false","0.000","2","0","dead","999","empty"
"legacy__lever__ekohealth","auto","2026-04-10T15:16:59.565Z","2026-04-10T15:16:59.565Z","","","13","0","0","0","10","0","3","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__elroyair","auto","2026-04-10T15:17:12.984Z","2026-04-10T15:17:12.984Z","","","3","0","0","0","0","0","3","false","0.000","0","0","low","2","old_only"
"legacy__lever__Emesent","auto","2026-04-10T15:17:14.914Z","2026-04-10T15:17:14.914Z","","","8","0","0","0","5","0","3","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__espace","auto","2026-04-10T15:17:19.345Z","2026-04-10T15:17:19.345Z","","","94","0","0","0","35","0","59","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__field-ai","auto","2026-04-10T15:17:42.279Z","2026-04-10T15:17:42.279Z","","","68","1","0","1","37","0","30","false","0.015","0","0","low","2","productive"
