"ats","slug","company_name","status","last_checked_at","last_successful_fetch_at","jobs_last_run","jobs_relevant_last_run","jobs_inserted_last_run","jobs_updated_last_run","jobs_irrelevant_last_run","jobs_partial_last_run","jobs_old_last_run","fetch_failed_last_run","yield_last_run","times_seen_empty","times_failed","scrape_tier","scrape_every_runs","bucket_last_run","last_error","provider","company"
"ashby","echotwin","Echotwin","auto","2026-04-10T14:59:46.774Z","2026-04-10T14:59:46.774Z","11","0","0","0","0","0","11","false","0.000","0","0","low","2","old_only","","ashby","Echotwin"
"ashby","eigen-labs","Eigen Labs","auto","2026-04-10T14:59:47.253Z","2026-04-10T14:59:47.253Z","5","0","0","0","4","0","1","false","0.000","0","0","low","2","irrelevant_only","","ashby","Eigen Labs"
"ashby","elevenlabs","Elevenlabs","auto","2026-04-10T14:59:47.566Z","2026-04-10T14:59:47.566Z","106","0","0","0","79","0","27","false","0.000","0","0","low","2","irrelevant_only","","ashby","Elevenlabs"
"ashby","embedding-vc","Embedding Vc","auto","2026-04-10T14:59:49.110Z","2026-04-10T14:59:49.110Z","36","0","0","0","25","0","11","false","0.000","0","0","low","2","irrelevant_only","","ashby","Embedding Vc"
"ashby","enpal","Enpal","auto","2026-04-10T14:59:55.104Z","2026-04-10T14:59:55.104Z","221","0","0","0","221","0","0","false","0.000","0","0","low","2","irrelevant_only","","ashby","Enpal"
"ashby","ether.fi","Ether.Fi","auto","2026-04-10T14:59:55.756Z","2026-04-10T14:59:55.756Z","16","0","0","0","5","0","11","false","0.000","0","0","low","2","irrelevant_only","","ashby","Ether.Fi"
"ashby","exa","Exa","auto","2026-04-10T14:59:56.975Z","2026-04-10T14:59:56.975Z","36","0","0","0","14","0","22","false","0.000","0","0","low","2","irrelevant_only","","ashby","Exa"
"ashby","fauna-robotics","Fauna Robotics","auto","2026-04-10T14:59:57.458Z","2026-04-10T14:59:57.458Z","0","0","0","0","0","0","0","false","0.000","1","0","low","2","empty","","ashby","Fauna Robotics"
"ashby","featherlessai","Featherlessai","auto","2026-04-10T14:59:57.672Z","2026-04-10T14:59:57.672Z","19","0","0","0","15","0","4","false","0.000","0","0","low","2","irrelevant_only","","ashby","Featherlessai"
"ashby","Fiducial","Fiducial","auto","2026-04-10T14:59:59.979Z","2026-04-10T14:59:59.979Z","10","7","1","6","0","0","3","false","0.700","0","0","high","1","productive","","ashby","Fiducial"
"ashby","finary","Finary","auto","2026-04-10T15:00:01.392Z","2026-04-10T15:00:01.392Z","14","0","0","0","9","0","5","false","0.000","0","0","low","2","irrelevant_only","","ashby","Finary"
"ashby","finmid.com","Finmid.Com","auto","2026-04-10T15:00:01.804Z","2026-04-10T15:00:01.804Z","3","0","0","0","2","0","1","false","0.000","0","0","low","2","irrelevant_only","","ashby","Finmid.Com"
"ashby","flagright.com","Flagright.Com","auto","2026-04-10T15:00:03.731Z","2026-04-10T15:00:03.731Z","56","0","0","0","54","0","2","false","0.000","0","0","low","2","irrelevant_only","","ashby","Flagright.Com"
"ashby","flink","Flink","auto","2026-04-10T15:00:04.147Z","2026-04-10T15:00:04.147Z","2","0","0","0","1","0","1","false","0.000","0","0","low","2","irrelevant_only","","ashby","Flink"
"ashby","Flock Safety","Flock Safety","auto","2026-04-10T15:00:12.023Z","2026-04-10T15:00:12.023Z","72","17","0","17","46","0","9","false","0.236","0","0","medium","1","productive","","ashby","Flock Safety"
"ashby","Flock%20Safety","Flock%20Safety","auto","2026-04-10T15:00:16.042Z","2026-04-10T15:00:16.042Z","72","17","0","17","46","0","9","false","0.236","0","0","medium","1","productive","","ashby","Flock%20Safety"
"ashby","Foundational Industries","Foundational Industries","auto","2026-04-10T15:00:16.901Z","2026-04-10T15:00:16.901Z","8","0","0","0","8","0","0","false","0.000","0","0","low","2","irrelevant_only","","ashby","Foundational Industries"
"ashby","foundry-robotics","Foundry Robotics","auto","2026-04-10T15:00:17.408Z","2026-04-10T15:00:17.408Z","5","0","0","0","5","0","0","false","0.000","0","0","low","2","irrelevant_only","","ashby","Foundry Robotics"
"ashby","fyxer","Fyxer","auto","2026-04-10T15:00:17.602Z","2026-04-10T15:00:17.602Z","13","0","0","0","12","0","1","false","0.000","0","0","low","2","irrelevant_only","","ashby","Fyxer"
"ashby","gecko-robotics","Gecko Robotics","auto","2026-04-10T15:00:17.843Z","2026-04-10T15:00:17.843Z","26","0","0","0","20","0","6","false","0.000","0","0","low","2","irrelevant_only","","ashby","Gecko Robotics"
"ashby","generalist","Generalist","auto","2026-04-10T15:00:19.114Z","2026-04-10T15:00:19.114Z","17","0","0","0","17","0","0","false","0.000","0","0","low","2","irrelevant_only","","ashby","Generalist"
"ashby","generalrobotics","Generalrobotics","auto","2026-04-10T15:00:19.966Z","2026-04-10T15:00:19.966Z","6","1","0","1","5","0","0","false","0.167","0","0","medium","1","productive","","ashby","Generalrobotics"
"ashby","govdash","Govdash","auto","2026-04-10T15:00:21.208Z","2026-04-10T15:00:21.208Z","11","0","0","0","9","0","2","false","0.000","0","0","low","2","irrelevant_only","","ashby","Govdash"
"ashby","GoVenti","GoVenti","auto","2026-04-10T15:00:22.591Z","2026-04-10T15:00:22.591Z","31","0","0","0","12","0","19","false","0.000","0","0","low","2","irrelevant_only","","ashby","GoVenti"
"ashby","GravityClimate","GravityClimate","auto","2026-04-10T15:00:23.371Z","2026-04-10T15:00:23.371Z","8","0","0","0","4","0","4","false","0.000","0","0","low","2","irrelevant_only","","ashby","GravityClimate"
"ashby","graymatter-robotics","Graymatter Robotics","auto","2026-04-10T15:00:24.570Z","2026-04-10T15:00:24.570Z","10","1","0","1","7","0","2","false","0.100","0","0","medium","1","productive","","ashby","Graymatter Robotics"
"ashby","gritt","Gritt","auto","2026-04-10T15:00:25.300Z","2026-04-10T15:00:25.300Z","5","0","0","0","0","0","5","false","0.000","0","0","low","2","old_only","","ashby","Gritt"
"ashby","hadrian-automation","Hadrian Automation","auto","2026-04-10T15:00:25.867Z","2026-04-10T15:00:25.867Z","148","0","0","0","102","0","46","false","0.000","0","0","low","2","irrelevant_only","","ashby","Hadrian Automation"
"ashby","happyrobot.ai","Happyrobot.Ai","auto","2026-04-10T15:00:29.082Z","2026-04-10T15:00:29.082Z","70","0","0","0","42","0","28","false","0.000","0","0","low","2","irrelevant_only","","ashby","Happyrobot.Ai"
"ashby","harmattan-ai","Harmattan Ai","auto","2026-04-10T15:00:41.336Z","2026-04-10T15:00:41.336Z","97","45","0","45","44","0","8","false","0.464","0","0","high","1","productive","","ashby","Harmattan Ai"
"ashby","havocai","Havocai","auto","2026-04-10T15:00:43.468Z","2026-04-10T15:00:43.468Z","26","10","10","0","15","0","1","false","0.385","0","0","medium","1","productive","","ashby","Havocai"
"ashby","hcompany","Hcompany","auto","2026-04-10T15:00:43.668Z","2026-04-10T15:00:43.668Z","14","0","0","0","9","0","5","false","0.000","0","0","low","2","irrelevant_only","","ashby","Hcompany"
"ashby","heyjobs","Heyjobs","auto","2026-04-10T15:00:45.230Z","2026-04-10T15:00:45.230Z","20","0","0","0","17","0","3","false","0.000","0","0","low","2","irrelevant_only","","ashby","Heyjobs"
"ashby","impulse","Impulse","auto","2026-04-10T15:00:45.425Z","2026-04-10T15:00:45.425Z","2","0","0","0","1","0","1","false","0.000","0","0","low","2","irrelevant_only","","ashby","Impulse"
"ashby","kiefer","Kiefer","auto","2026-04-10T15:00:45.629Z","2026-04-10T15:00:45.629Z","9","0","0","0","9","0","0","false","0.000","0","0","low","2","irrelevant_only","","ashby","Kiefer"
"ashby","knowlix","Knowlix","auto","2026-04-10T15:00:45.841Z","2026-04-10T15:00:45.841Z","9","0","0","0","1","0","8","false","0.000","0","0","low","2","irrelevant_only","","ashby","Knowlix"
"ashby","kodifly","Kodifly","auto","2026-04-10T15:00:46.050Z","2026-04-10T15:00:46.050Z","12","0","0","0","9","0","3","false","0.000","0","0","low","2","irrelevant_only","","ashby","Kodifly"
"ashby","kraken.com","Kraken.Com","auto","2026-04-10T15:00:46.550Z","2026-04-10T15:00:46.550Z","148","0","0","0","124","0","24","false","0.000","0","0","low","2","irrelevant_only","","ashby","Kraken.Com"
"ashby","langdock","Langdock","auto","2026-04-10T15:00:46.751Z","2026-04-10T15:00:46.751Z","5","0","0","0","5","0","0","false","0.000","0","0","low","2","irrelevant_only","","ashby","Langdock"
"ashby","langfuse","Langfuse","auto","2026-04-10T15:00:46.982Z","2026-04-10T15:00:46.982Z","9","0","0","0","7","0","2","false","0.000","0","0","low","2","irrelevant_only","","ashby","Langfuse"
"ashby","lat","Lat","auto","2026-04-10T15:00:48.313Z","2026-04-10T15:00:48.313Z","8","2","0","2","0","0","6","false","0.250","0","0","medium","1","productive","","ashby","Lat"
"ashby","letta","Letta","auto","2026-04-10T15:00:48.533Z","2026-04-10T15:00:48.533Z","5","0","0","0","0","0","5","false","0.000","0","0","low","2","old_only","","ashby","Letta"
"ashby","lightdash","Lightdash","auto","2026-04-10T15:00:48.772Z","2026-04-10T15:00:48.772Z","6","0","0","0","5","0","1","false","0.000","0","0","low","2","irrelevant_only","","ashby","Lightdash"
"ashby","linqapp","Linqapp","auto","2026-04-10T15:00:48.982Z","2026-04-10T15:00:48.982Z","11","0","0","0","11","0","0","false","0.000","0","0","low","2","irrelevant_only","","ashby","Linqapp"
"ashby","liquid-ai","Liquid Ai","auto","2026-04-10T15:00:49.199Z","2026-04-10T15:00:49.199Z","17","0","0","0","9","0","8","false","0.000","0","0","low","2","irrelevant_only","","ashby","Liquid Ai"
"ashby","mach","Mach","auto","2026-04-10T15:00:52.554Z","2026-04-10T15:00:52.554Z","67","15","0","15","25","0","27","false","0.224","0","0","medium","1","productive","","ashby","Mach"
"ashby","maihem","Maihem","auto","2026-04-10T15:00:52.755Z","2026-04-10T15:00:52.755Z","1","0","0","0","1","0","0","false","0.000","0","0","low","2","irrelevant_only","","ashby","Maihem"
"ashby","marcohire","Marcohire","auto","2026-04-10T15:00:53.591Z","2026-04-10T15:00:53.591Z","8","4","0","4","3","0","1","false","0.500","0","0","high","1","productive","","ashby","Marcohire"
"ashby","matter-intelligence","Matter Intelligence","auto","2026-04-10T15:00:54.490Z","2026-04-10T15:00:54.490Z","14","3","0","3","11","0","0","false","0.214","0","0","medium","1","productive","","ashby","Matter Intelligence"
"ashby","mecka.ai","Mecka.Ai","auto","2026-04-10T15:00:54.701Z","2026-04-10T15:00:54.701Z","14","0","0","0","14","0","0","false","0.000","0","0","low","2","irrelevant_only","","ashby","Mecka.Ai"
"ashby","mindrobotics","Mindrobotics","auto","2026-04-10T15:00:54.896Z","2026-04-10T15:00:54.896Z","7","0","0","0","7","0","0","false","0.000","0","0","low","2","irrelevant_only","","ashby","Mindrobotics"
"ashby","mirai-robotics","Mirai Robotics","auto","2026-04-10T15:00:55.654Z","2026-04-10T15:00:55.654Z","4","3","0","3","0","0","1","false","0.750","0","0","high","1","productive","","ashby","Mirai Robotics"
"ashby","mirelo","Mirelo","auto","2026-04-10T15:00:55.858Z","2026-04-10T15:00:55.858Z","8","0","0","0","1","0","7","false","0.000","0","0","low","2","irrelevant_only","","ashby","Mirelo"
"ashby","Molg","Molg","auto","2026-04-10T15:00:57.166Z","2026-04-10T15:00:57.166Z","11","0","0","0","11","0","0","false","0.000","0","0","low","2","irrelevant_only","","ashby","Molg"
"ashby","monumental","Monumental","auto","2026-04-10T15:00:57.413Z","2026-04-10T15:00:57.413Z","26","0","0","0","16","0","10","false","0.000","0","0","low","2","irrelevant_only","","ashby","Monumental"
"ashby","mosey","Mosey","auto","2026-04-10T15:00:57.620Z","2026-04-10T15:00:57.620Z","2","0","0","0","0","0","2","false","0.000","0","0","low","2","old_only","","ashby","Mosey"
"ashby","munich-electrification","Munich Electrification","auto","2026-04-10T15:00:57.879Z","2026-04-10T15:00:57.879Z","34","0","0","0","32","0","2","false","0.000","0","0","low","2","irrelevant_only","","ashby","Munich Electrification"
"ashby","neara","Neara","auto","2026-04-10T15:00:58.125Z","2026-04-10T15:00:58.125Z","36","0","0","0","34","0","2","false","0.000","0","0","low","2","irrelevant_only","","ashby","Neara"
"ashby","neworbit","Neworbit","auto","2026-04-10T15:00:58.359Z","2026-04-10T15:00:58.359Z","10","0","0","0","4","0","6","false","0.000","0","0","low","2","irrelevant_only","","ashby","Neworbit"
"ashby","niantic-spatial","Niantic Spatial","auto","2026-04-10T15:00:58.789Z","2026-04-10T15:00:58.789Z","5","1","0","1","4","0","0","false","0.200","0","0","medium","1","productive","","ashby","Niantic Spatial"
"ashby","noda-ai","Noda Ai","auto","2026-04-10T15:01:00.347Z","2026-04-10T15:01:00.347Z","12","7","0","7","0","0","5","false","0.583","0","0","high","1","productive","","ashby","Noda Ai"
