"ats","slug","company_name","status","last_checked_at","last_successful_fetch_at","jobs_last_run","jobs_relevant_last_run","jobs_inserted_last_run","jobs_updated_last_run","jobs_irrelevant_last_run","jobs_partial_last_run","jobs_old_last_run","fetch_failed_last_run","yield_last_run","times_seen_empty","times_failed","scrape_tier","scrape_every_runs","bucket_last_run","last_error","provider","company"
"ashby","cosmic-robotics","Cosmic Robotics","auto","2026-04-10T14:59:38.672Z","2026-04-10T14:59:38.672Z","4","0","0","0","1","0","3","false","0.000","0","0","low","2","irrelevant_only","","ashby","Cosmic Robotics"
"ashby","critical-energy","Critical Energy","auto","2026-04-10T14:59:39.158Z","2026-04-10T14:59:39.158Z","1","0","0","0","0","0","1","false","0.000","0","0","low","2","old_only","","ashby","Critical Energy"
"ashby","deel","Deel","auto","2026-04-10T14:59:40.078Z","2026-04-10T14:59:40.078Z","264","0","0","0","234","0","30","false","0.000","0","0","low","2","irrelevant_only","","ashby","Deel"
"ashby","deeptune","Deeptune","auto","2026-04-10T14:59:40.586Z","2026-04-10T14:59:40.586Z","4","0","0","0","2","0","2","false","0.000","0","0","low","2","irrelevant_only","","ashby","Deeptune"
"ashby","delian","Delian","auto","2026-04-10T14:59:41.654Z","2026-04-10T14:59:41.654Z","6","2","0","2","4","0","0","false","0.333","0","0","medium","1","productive","","ashby","Delian"
"ashby","dexmate","Dexmate","auto","2026-04-10T14:59:42.919Z","2026-04-10T14:59:42.919Z","25","0","0","0","15","0","10","false","0.000","0","0","low","2","irrelevant_only","","ashby","Dexmate"
"ashby","distributed-spectrum","Distributed Spectrum","auto","2026-04-10T14:59:43.737Z","2026-04-10T14:59:43.737Z","4","1","0","1","3","0","0","false","0.250","0","0","medium","1","productive","","ashby","Distributed Spectrum"
"ashby","duna","Duna","auto","2026-04-10T14:59:44.427Z","2026-04-10T14:59:44.427Z","10","0","0","0","5","0","5","false","0.000","0","0","low","2","irrelevant_only","","ashby","Duna"
"ashby","dust","Dust","auto","2026-04-10T14:59:45.478Z","2026-04-10T14:59:45.478Z","23","0","0","0","17","0","6","false","0.000","0","0","low","2","irrelevant_only","","ashby","Dust"
"ashby","dyna-robotics","Dyna Robotics","auto","2026-04-10T14:59:46.073Z","2026-04-10T14:59:46.073Z","15","0","0","0","10","0","5","false","0.000","0","0","low","2","irrelevant_only","","ashby","Dyna Robotics"
